sample_id,image_path,question,ground_truths,prediction_claude_sonnet__claude_sonnet,inference_time_ms_claude_sonnet__claude_sonnet,extracted_text_claude_sonnet__claude_sonnet,error_claude_sonnet__claude_sonnet,prediction_gpt-5-mini__gpt-5-mini,inference_time_ms_gpt-5-mini__gpt-5-mini,extracted_text_gpt-5-mini__gpt-5-mini,error_gpt-5-mini__gpt-5-mini,prediction_gpt-5-nano__gpt-5-nano,inference_time_ms_gpt-5-nano__gpt-5-nano,extracted_text_gpt-5-nano__gpt-5-nano,error_gpt-5-nano__gpt-5-nano
chartqapro_mini_0010,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0010.png,['what was the ration of tests administered per 1 million people in ny to ca on day 20 since 100th case?'],"[""['3.75']""]",,3651.862144470215,,Error when retrieving token from sso: Token has expired and refresh failed,"About 4-to-1. (NY ≈ 9,500 tests/1M vs CA ≈ 2,500 tests/1M on day 20 → 9,500/2,500 ≈ 3.8)",8488.815784454346,,,"Approximately 3.3 to 1. On day 20, NY had about 9,000 tests per 1 million people and CA about 2,700 per 1 million, so NY/CA ≈ 9,000 / 2,700 ≈ 3.3.",6847.415924072266,,
chartqapro_mini_0011,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0011.png,['what was the percentage change in nonproduction bonuses per hour from the lowest point in 2016 to the highest point in 2018?'],"[""['18.75%']""]",,3580.6548595428467,,Error when retrieving token from sso: Token has expired and refresh failed,About a 10% increase — nonproduction bonuses rose from roughly $0.86/hour at the 2016 low to about $0.95/hour at the 2018 high (≈(0.95−0.86)/0.86 ≈ 10%).,5789.685010910034,,,"Approximately 4.5% increase.

Reason: The lowest 2016 value is about $0.89/hour and the highest 2018 value is about $0.93/hour. Change = (0.93 − 0.89) / 0.89 ≈ 0.04 / 0.89 ≈ 0.045 ≈ 4.5%.",9327.917098999023,,
chartqapro_mini_0012,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0012.png,"[""what is the average of people who play's percentage, for the two generation that have the same percentage of people who view gaming?""]","[""['90.5%']""]",,3599.808931350708,,Error when retrieving token from sso: Token has expired and refresh failed,The two generations are Gen Alpha (93% who play) and Gen Z (88% who play). The average is (93 + 88) / 2 = 90.5%.,10780.48300743103,,,"90.5%

Reason:
- The two generations with the same “% Who View” are Gen Alpha and Gen Z (both 72%).
- Their “% Who Play” are 93% and 88%, respectively.
- Average = (93 + 88) / 2 = 181 / 2 = 90.5%.",9632.808923721312,,
chartqapro_mini_0013,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0013.png,"['approximately, how many times more land is used to produce a poultry burger compared to a lab-grown meat burger?']","[""['54']""]",,3578.171730041504,,Error when retrieving token from sso: Token has expired and refresh failed,"About 50 times more — poultry uses roughly 27% of the land vs lab-grown ≈0.5%, so about 27/0.5 ≈ 54× more land.",4362.067937850952,,,"About 54 times more land. (Poultry ~27% vs lab-grown ~0.5%, 27 / 0.5 ≈ 54).",12630.236148834229,,
chartqapro_mini_0014,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0014.png,['what is the mean improvement across english and math for students in grade 7th from 2015 to 2016? round off to two decimal places.'],"[""['2.25']""]",,3592.604875564575,,Error when retrieving token from sso: Token has expired and refresh failed,2.25,3998.6400604248047,,,"The mean improvement for grade 7 from 2015 to 2016 is 2.25 percentage points.

Calculation:
- English/Language Arts improvement: 58.5 - 56.2 = 2.3
- Math improvement: 49.8 - 47.6 = 2.2
- Mean = (2.3 + 2.2) / 2 = 2.25",8165.091037750244,,
chartqapro_mini_0015,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0015.png,['what is the combined percentage of cancer deaths attributed to pancreas cancer for both females and males?'],"[""['12']""]",,3601.010799407959,,Error when retrieving token from sso: Token has expired and refresh failed,12% (5% for females + 7% for males),4749.6349811553955,,,12% — 5% in females plus 7% in males (5% + 7% = 12%).,5487.313032150269,,
chartqapro_mini_0016,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0016.png,"['on how many instances was the growth of myers and david jones aligned, i.e., both were either positive or negative?']","[""['24']""]",,3570.80078125,,Error when retrieving token from sso: Token has expired and refresh failed,They were aligned on 25 occasions (counting quarters from 2009 through the 2017 partial period by visually matching the blue and red bars).,10778.65195274353,,,"About 14 quarters. 
How I’d compute it: go through each quarter and count a quarter as “aligned” if both Myer (blue) and David Jones (red) bars are above zero (both grew) or both below zero (both contracted). The chart shows this happening in roughly half the periods, about 14 out of the available quarters. If you can share a higher-res image or the data, I can give an exact count.",22222.065925598145,,
chartqapro_mini_0017,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0017.png,['what is the difference between the 1-year and 3-year probabilities of continuing use for a 15-day supply of the first opioid prescription?'],"[""['0.1']""]",,3572.683095932007,,Error when retrieving token from sso: Token has expired and refresh failed,About 12 percentage points (roughly 30% at 1 year vs ~18% at 3 years).,3645.005226135254,,,"About 10 percentage points. At 15 days, the 1-year probability is roughly 25% and the 3-year probability is about 15%, so the difference is ~10%.",4897.498846054077,,
chartqapro_mini_0018,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0018.png,['how much discount can a buyer expect on average for bying an f-150 at any of the counties where the price is below the state average?'],"[""['663']""]",,3833.876132965088,,Error when retrieving token from sso: Token has expired and refresh failed,About $663 — the average discount across the 11 counties shown below the state average.,6411.717176437378,,,"About $663 on average.

Calculation: sum of discounts across 11 counties = $7,293; $7,293 ÷ 11 ≈ $663.",8651.94320678711,,
chartqapro_mini_0019,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0019.png,"['based on the observations in this chart, what is the average unresonable wait time for nova scotians?']","[""['4.55']""]",,3596.8921184539795,,Error when retrieving token from sso: Token has expired and refresh failed,"About 4.6 weeks — roughly a 4–5 week longer wait on average (actual minus reasonable, 1994–2016).",24721.03071212769,,,"About 6 weeks on average. (The “unreasonable” wait is the difference between actual and reasonable waits, which averages around six weeks over the period shown.)",10805.974960327148,,
chartqapro_mini_0020,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0020.png,"['what is the average case count of ""black death"" in the countries that have the third biggest circle size?']","[""['203']""]",,3587.364912033081,,Error when retrieving token from sso: Token has expired and refresh failed,"1,309 cases",8122.882843017578,,,"1,309 cases.

Reason: The third largest circle corresponds to Zambia, with 1,309 cases of plague (2000–2009). Since only one country has that size, the average is 1,309.",8166.287183761597,,
chartqapro_mini_0021,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0021.png,['what is double the difference between the number of stockpiled warheads in russia and the number of deployed warheads in the us as of 2018?'],"[""['5200']""]",,3612.905979156494,,Error when retrieving token from sso: Token has expired and refresh failed,"5200 (since 4,350 − 1,750 = 2,600, and 2,600 × 2 = 5,200).",5744.364023208618,,,"5,200 warheads.

Reason: Russia stockpiled ~4,350 warheads and the US deployed ~1,750; difference = 4,350 − 1,750 = 2,600; doubled = 5,200.",6167.149066925049,,
chartqapro_mini_0022,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0022.png,"['in 2019, how much more is a future college student likely to be vaping compared to a non college student?']","[""['0.04']""]",,3596.721887588501,,Error when retrieving token from sso: Token has expired and refresh failed,About 4 percentage points more — 22% of future college students vaped in 2019 versus 18% of non‑college peers.,4765.594244003296,,,"4 percentage points. In 2019, 22% of college-bound students vaped vs 18% of non-college students (22% − 18% = 4%).",4388.719797134399,,
chartqapro_mini_0023,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0023.png,['in how many locations is the percentage of males refusing to have a bowel movement lower than females?'],"[""['2']""]",,3601.4890670776367,,Error when retrieving token from sso: Token has expired and refresh failed,2,7040.53521156311,,,Two locations — While at work and While out and about. (At home they’re equal.),7391.035795211792,,
chartqapro_mini_0024,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0024.png,['how many times greater is the difference between the snowpack levels in 2005 and 2011 compared to the snowpack level in 2015?'],"[""['6.8']""]",,3852.931022644043,,Error when retrieving token from sso: Token has expired and refresh failed,"The difference is 171% − 137% = 34 percentage points. Compared to 2015's 5%, 34 ÷ 5 = 6.8 — about 6.8 times (≈7 times) greater.",4711.968898773193,,,"- Difference between 2005 and 2011: 171% − 137% = 34 percentage points.
- 2015 snowpack: 5%.

 Ratio: 34 ÷ 5 = 6.8.

So, the difference is about 6.8 times greater than the 2015 level (roughly 7x).",6546.98920249939,,
chartqapro_mini_0025,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0025.png,"[""what is the average percentage of the four categories appeared in the same square as person's personality test result?""]","[""['4.125%']""]",,3891.8421268463135,,Error when retrieving token from sso: Token has expired and refresh failed,48% (average of I 51% + N 27% + F 60% + J 54% = 192 / 4 = 48%).,10743.959188461304,,,"43%

Reason: For the INFJ type, the four dichotomy results are I = 51%, N = 27%, F = 40%, J = 54%. The average is (51 + 27 + 40 + 54) / 4 = 172 / 4 = 43%.",22860.77117919922,,
chartqapro_mini_0026,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0026.png,"['if 100 smb sales teams were surveyed, how many of them reported adopting social media management?']","[""['40']""]",,3600.107908248902,,Error when retrieving token from sso: Token has expired and refresh failed,40 teams.,3987.0200157165527,,,40 teams. (40% adoption of social media management),4251.590967178345,,
chartqapro_mini_0027,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0027.png,['how many films in this list have a wide opening weekend gross exceeding $200 million?'],"[""['3']""]",,3595.2539443969727,,Error when retrieving token from sso: Token has expired and refresh failed,"3 — Star Wars: The Force Awakens, Jurassic World, and The Avengers.",8307.178020477295,,,"3 films. They are Star Wars: The Force Awakens, Jurassic World, and The Avengers.",7452.452182769775,,
chartqapro_mini_0028,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0028.png,['what is the difference between the interbank rate and the open market rate on friday?'],"[""['4.5']""]",,3629.694938659668,,Error when retrieving token from sso: Token has expired and refresh failed,"The open market rate is 223.00 and the interbank rate is 218.50 on Friday, so the difference is 4.50.",4235.9559535980225,,,"4.50 units. On Friday, open market = 223.00 and interbank = 218.50, so the open market rate is higher by 4.50.",5145.216941833496,,
chartqapro_mini_0029,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0029.png,['what is the weighted national support for the tax with national support of 43?'],"[""['41']""]",,3591.127872467041,,Error when retrieving token from sso: Token has expired and refresh failed,41,3995.205879211426,,,41,5757.826805114746,,
chartqapro_mini_0030,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0030.png,['in which week the pcr positivity became lower than the lfd tests for the first time?'],"[""['8']""]",,3591.5708541870117,,Error when retrieving token from sso: Token has expired and refresh failed,"It never did — across the whole period shown the PCR positivity line stays above the LFD positivity line, so PCR positivity was not lower than LFD at any week.",18358.01100730896,,,Week 32.,16180.65881729126,,
chartqapro_mini_0031,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0031.png,['what is the average of the numbers appeared from the years 2011 to 2014 for all three groups?'],"[""['33']""]",,3580.451250076294,,Error when retrieving token from sso: Token has expired and refresh failed,"I can’t read the small numbers on the chart clearly enough to calculate exact averages. Could you either upload a higher-resolution/zoomed-in crop of the 2011–2014 area or just type the four values for each group (the three coloured lines) here? 

If you provide those, I’ll compute the 2011–2014 average for each group right away.",20860.00394821167,,,"Approximately 36%.

How (roughly):
- Red group (2011–2014): about 16.5% average
- Light blue group (2011–2014): about 39.5% average
- Dark blue group (2011–2014): about 51.8% average

The overall average across all three groups and four years is (16.5 + 39.5 + 51.8) / 3 ≈ 35.9% (roughly 36%). If you average the 12 individual values directly, you get a similar result.",23560.977935791016,,
chartqapro_mini_0032,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0032.png,['what is the sum of the month-wise covid-19 infections in tn in july and march?'],"[""['115032']""]",,3597.8481769561768,,Error when retrieving token from sso: Token has expired and refresh failed,"March: 35,131; July: 929,760. Sum = 964,891.",16999.80115890503,,,"I can’t read the exact values for Tamil Nadu (TN) March and July from this image due to its resolution. If you can provide the two numbers (TN March infections and TN July infections), I’ll sum them for you. Alternatively, upload a higher-resolution image or share the data table.",13471.862077713013,,
chartqapro_mini_0033,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0033.png,['what is the ratio of fire alerts outside concessions to those within concessions?'],"[""['1.5']""]",,3589.316129684448,,Error when retrieving token from sso: Token has expired and refresh failed,"Outside : within = 60 : 40, which simplifies to 3 : 2 (or 1.5 : 1).",5195.742130279541,,,3:2 (60% outside concessions to 40% inside concessions).,6950.684070587158,,
chartqapro_mini_0034,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0034.png,['What is the difference between the sum of the blue bars and the sum of the yellow bars? '],"[""['0']""]",,3607.028007507324,,Error when retrieving token from sso: Token has expired and refresh failed,The sums are equal. Blue total = 32 + 38 + 30 = 100; Yellow total = 55 + 27 + 18 = 100. Difference = 0.,3894.986152648926,,,"0 — The blue bars sum to 100 (32 + 38 + 30) and the yellow bars also sum to 100 (55 + 27 + 18), so the difference is 0.",6526.694774627686,,
chartqapro_mini_0035,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0035.png,"['what is the average number of people affected by drought in brazil, peru, and colombia in 2017?']","[""['680000']""]",,3609.949827194214,,Error when retrieving token from sso: Token has expired and refresh failed,"Average = (1,100,000 + 610,000 + 330,000) / 3 = 2,040,000 / 3 = 680,000 people (about 0.68 million).",6005.730628967285,,,"About 680,000 people.

Calculation: (1,100,000 + 610,000 + 330,000) / 3 = 2,040,000 / 3 ≈ 680,000.",7326.162815093994,,
chartqapro_mini_0036,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0036.png,"[""what percentage of countries in south asia fall under the 'high' category for gender inequality?""]","[""['22%']""]",,3601.6829013824463,,Error when retrieving token from sso: Token has expired and refresh failed,22%,7524.726629257202,,,22%,12354.879140853882,,
chartqapro_mini_0037,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0037.png,['what is the percentage of household waste sent for composting in the usa?'],"[""['60%']""]",,3679.502010345459,,Error when retrieving token from sso: Token has expired and refresh failed,About 60% (approximately).,5788.410902023315,,,About 60%.,7326.871871948242,,
chartqapro_mini_0038,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0038.png,['what is the difference between the fiscal support announce since december 2020 by us vs euro area?'],"[""['7']""]",,3603.194952011109,,Error when retrieving token from sso: Token has expired and refresh failed,"Roughly 6–7 percentage points of GDP. The chart shows the US announced about ~8 pp of GDP in additional fiscal support since Dec 2020, versus about ~1.5 pp in the euro area — a gap of roughly 6–6.5 pp of GDP.",7440.74821472168,,,"- United States: about 9–10% of GDP of fiscal support announced since December 2020.
- Euro area: about 2–3% of GDP.
- Difference: roughly 7 percentage points of GDP, with the US higher.",15372.9829788208,,
chartqapro_mini_0039,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0039.png,['what is the average percentage of the population below $1 a day in nigeria across both periods?'],"[""['65%']""]",,3614.1159534454346,,Error when retrieving token from sso: Token has expired and refresh failed,"About 78% — (75% + 80%) / 2 = 77.5%, so roughly 78% on average.",4384.693145751953,,,"Approximately 55%.

More precisely, from the chart Nigeria was about 60% below $1/day in 1990–1999 and about 50% in 2000–2005, giving an average of around 55%.",8549.022912979126,,
chartqapro_mini_0040,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0040.png,['What is the difference between the longest blue bar and the longest orange bar?'],"[""['7']""]",,3586.6429805755615,,Error when retrieving token from sso: Token has expired and refresh failed,11 percentage points.,9531.657218933104,,,"7 percentage points.  
(The blue bar is about 56% for National voters after Ms Collins’ selection, the longest orange bar is about 49% before the selection; difference ≈ 7%).",7181.941032409668,,
chartqapro_mini_0041,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0041.png,"['what is the combined percentage of victims who are black, white hispanic, and white?']","[""['85.76%']""]",,3609.1227531433105,,Error when retrieving token from sso: Token has expired and refresh failed,35.79% + 24.05% + 25.92% = 85.76% (about 85.8%),7706.732988357544,,,"About 85.8%.

Calculation: 35.79% (Black) + 24.05% (White Hispanic) + 25.92% (White) = 85.76% (≈ 85.8%).",7215.817928314209,,
chartqapro_mini_0042,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0042.png,"['what is the average percentage of ""up"" results across all reporting seasons shown?']","[""['61.7']""]",,3589.283227920532,,Error when retrieving token from sso: Token has expired and refresh failed,"About 61% — the mean of the ""up"" percentages shown (57,63,53,60,64,65,61,57,62,63,58,64,66) is 793/13 ≈ 61%.",7791.332721710205,,,Approximately 61%.,12399.865865707396,,
chartqapro_mini_0043,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0043.png,['what is the frt value of the chart that the lines have the least intersections?'],"[""['3.19']""]",,3596.276044845581,,Error when retrieving token from sso: Token has expired and refresh failed,2.59,9320.775032043455,,,2.59 FRT,11845.19386291504,,
chartqapro_mini_0044,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0044.png,['how many more students were enrolled in fall 2015 compared to fall 2017?'],"[""['1406']""]",,3624.586343765259,,Error when retrieving token from sso: Token has expired and refresh failed,"There were 1,406 more students in Fall 2015 (2,838) than in Fall 2017 (1,432).",4146.797180175781,,,"1,406 more students.",7016.205072402954,,
chartqapro_mini_0045,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0045.png,[' in how many years did the actual mps killed rate exceed its 5-period moving average?'],"[""['14']""]",,3728.3730506896977,,Error when retrieving token from sso: Token has expired and refresh failed,15,27445.510149002075,,,"About 25 years.

(Counting the years in the chart where the blue bar (actual MPS killed rate) is higher than the black 5‑period moving average line gives roughly 25 occurrences.)",18023.377895355225,,
chartqapro_mini_0046,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0046.png,['what is the number of unemployed people in queens (to the nearest whole number)?'],"[""['170218']""]",,5393.592119216919,,Error when retrieving token from sso: Token has expired and refresh failed,"About 170,218 unemployed people.

Calculation: Queens pop = 27% of 8,405,837 = 2,269,576 (approx). Unemployed = 7.5% of 2,269,576 ≈ 170,218.",9967.97800064087,,,"About 170,000 unemployed people (using Queens population ~2.27–2.28 million and an unemployment rate of ~7.5%).",14165.588855743408,,
chartqapro_mini_0047,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/chartqapro_mini/images/chartqapro_0047.png,['how many fewer dog bite attacks were reported in june 2005 compared to january 2003?'],"[""['11']""]",,3592.142105102539,,Error when retrieving token from sso: Token has expired and refresh failed,"About 11 fewer attacks (January 2003 ≈ 30 vs June 2005 = 19, difference ≈ 11).",8232.761859893799,,,About 22 fewer attacks. (January 2003 ≈ 40 attacks vs. June 2005 ≈ 18 attacks; 40 − 18 ≈ 22.),17714.380979537964,,
