sample_id,image_path,ground_truth,language,dataset,prediction_claude_sonnet,inference_time_ms_claude_sonnet,tokens_used_claude_sonnet,error_claude_sonnet,prediction_gpt-5-mini,inference_time_ms_gpt-5-mini,tokens_used_gpt-5-mini,error_gpt-5-mini,prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,tokens_used_gpt-5-nano,error_gpt-5-nano
iam_000_a01-113u,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_000_a01-113u/handwritten.png,"Here's the text from the image:

""He told them that their conception of social services was wholly different - fundamentally different from that of Labour. They would provide an ambulance service for the absolutely wretched - but it would not be too comfortable nor too easy to get.
Answering jeers that it was Labour which first put a ceiling on health spending and started charges, Mr. Brown reminded the hostile Government benches that was done in 1950 because of the financial strain of the Korean war.""",2,IAM_mini,"Here's the text from the image:

""He told them that their conception of social services was wholly different - fundamentally different from that of today. They would provide an ambulance service for the obviously wretched - but it would not be too comfortable nor too easy to get. Answering jibes that it was Labour which first put a ceiling on health spending and started charges, Mr. Brown reminded the hostile Government benches that was done in 1950 because of the financial strain of the Korean war.""",5937.40701675415,,,"He told them that their conception of social
services was wholly different - fundamentally
different from that of Labour. They would
provide an ambulance service for the absolutely
wretched - but it would not be too comfortable
nor too easy to get. Answering jeers that
it was Labour which first put a ceiling
on health spending and started charges, Mr.
Brown reminded the hostile Government benches
that was done in 1950 because of the financial
strain of the Korean war.",7762.225866317749,,,"He told them that their conceptions of social services were wholly different - fundamentally different from that of Labour. They would provide an ambulance service for the absolutely wretched - but it would not be too comfortable nor too easy to get. However, it was Labour which first put a ceiling on health spending and started charges, Mr. Brown remarked the hostile Government balance that was done in 1950 because of the financial strain of the Korean War.",7586.022853851318,,
iam_000_a03-071,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_000_a03-071/handwritten.png,"The text in the image reads:

""But, at the same time, there is reason to believe that the Federal Government is not convinced, on the basis of the information it has so far, that such a project would be justified from a scientific point of view, and not merely constitute a ""prestige"" satellite, duplicating to some extent American efforts, as Die Welt suggests today in a highly critical editorial article.""",2,IAM_mini,"Here's the text from the image:

""But, at the same time, there is reason to believe that the Federal Government is not convinced, on the basis of the information it has so far, that such a project would be justified from a scientific point of view, and not merely constitute a ""prestige"" satellite, duplicating to some extent American efforts, as Die Welt suggests today in a highly critical article.""",4562.47091293335,,,"But, at the same time, there is reason to
believe that the Federal Government is not
convinced, on the basis of the information
it has so far, that such a project would
be justified from a scientific point of view;
and not merely constitute a ""prestige""
sacrifice, duplicating to some extent American
efforts, as Die Welt suggests today in
a highly critical article.",6687.502861022949,,,"But, at the same time, there is reason to believe that the Federal Government is not conditioned on the basis of the information it has so far, that such a project would be justified from a scientific point of view; and not merely contribute a 'positive' solution, duplicating to some extent American efforts, as Die Welt suggests today in a highly critical article.",6176.326751708984,,
iam_000_a05-039,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_000_a05-039/handwritten.png,"The text in the image reads:

""There was a computed 8.4 per cent. swing towards the Nationalist party of Dr. Verwoerd, the Prime Minister. This implies the disappearance of the Progressive party from the house. Early results in yesterday's general election showed Nationalists being returned in their strongholds, like Bloemfontein and the Transvaal, with slightly increased majorities. In the Cape, the veteran United Party politician, Mr. Harry Lawrence, standing as a Progressive, was defeated in his constituency, Salt River, by the United party candidate, Mr. H. M. Timoney.""",2,IAM_mini,"Here's the text from the image:

""These was a tampering of car owners
towards the Nationalist party of Dr. Verwoerd,
the Prime Minister. This implies the dis-
appearance of the Progressive party from
the House. Early results in yesterday's
general election showed Nationalists being
returned in their strongholds, like Bloem-
fontein and the Transvaal, with slightly
increased majorities. In the Cape, the
veteran United Party politician, Mr. Harry
Lawrence, standing as a Progressive, was""

The text appears to be discussing election results in what seems to be South Africa, given the references to Bloemfontein, Transvaal, and various political parties of that era.",6355.224847793579,,,"There was a complicated 8.4 per cent. swing towards the Nationalists party of Dr. Verwoerd, the Prime Minister. This implies the disappearance of the Progressive party from the House. Early results in yesterday's general election showed Nationalists being returned in their strongholds, the Bloemfontein and the Transvaal, with slightly increased majorities. In the Cape, the veteran United Party politician, Mr. Harry Lawrence, standing as a Progressive, was",7246.122121810913,,,"Here is my best-effort transcription of the handwritten page:

There was a campaign 8.4 per cent towards the nationalist party of Dr. Velwood, the Prime Minister. This implies the rise / appearance of the Progressive party from the House. Early results in yesterday's general election showed Nationalists netted in their strongholds, the Bloemfontein and the Transvaal, with slightly increased majorities. In the Cape, the veteran United Party politician, Mr. Harry Lawrence, standing as a Progressive, was ...",8923.017978668213,,
iam_000_a05-058,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_000_a05-058/handwritten.png,"The text in the image reads:

""We must not be rattled into surrender, but we must not - and I am not - be afraid of negotiation."" Mr. Godber, Minister of State, Foreign Office, said earlier that the Government had asked the Medical Research Council to reassess the fall-out position in view of the Russian tests. The Council's findings would be made public.",2,IAM_mini,"The text in the image reads:

""We must not be called into surrender,
but we must not - and I am not - be
afraid of negotiation,"" Mr. Godber,
Minister of State, Foreign Office, said
earlier that the Government had asked
the Medical Research Council to reassess
the fall-out position in view of the Russian
tests. The Council's findings would be
made public.""",4811.331748962402,,,"""We must not be rattled into surrender,
but we must not - and I am not - be
afraid of negotiation."" Mr. Godber,
Minister of State, Foreign Office, said
earlier that the Government had asked
the Medical Research Council to reassess
the fall-out position in view of the Russian
tests. The Council's findings would be
made public.",9910.866975784302,,,"We must not be led into surrender,
but we must not - and I am not - be afraid of negotiation. Mr. Godber,
Minister of State, Foreign Office, and
insist that the Government had asked
the Medical Research Council to report on its findings in view of the Russian tests. The Council's findings would be made public.",6468.567848205566,,
iam_000_a05-084,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_000_a05-084/handwritten.png,"The text from the image reads:

""The Russians now realised its seriousness. The French doubts were more about procedure than about substance. The Prime Minister's attitude of studied calm brought down the temperature of the debate, which never at any time rose to fever pitch, to a remarkable degree of sub-normality. Throughout Mr. Macmillan's speech the Earl of Home, Foreign Secretary, was listening in the Peers' Gallery.""",2,IAM_mini,"Here's the text from the image:

""The motions now resulted in seriousness. The French doubts were more about procedure than about substance. The Prime Minister's attitude of studied calm brought down the temperature of the debate, which never at any time rose to fever pitch, to a remarkable degree of sub-normality. Throughout Mr. Macmillan's speech the Earl of Home, Foreign Secretary, was listening in the 'Peers' Gallery.""",5350.982189178467,,,"The Russians now realised its seriousness. The French doubts were more about procedure than about substance. The Prime Minister's attitude of studied calm brought down the temperature of the debate, which never at any time rose to fever pitch, to a memorable degree of sub-normality.

Throughout Mr. Macmillan's speech the Earl of Home, Foreign Secretary, was listening in the Peers' Gallery.",5832.809209823608,,,,9233.783721923828,,
iam_000_a05-099,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_000_a05-099/handwritten.png,"Here's the text from the image:

""A reference to the reunification of Germany brought a bark of 'Start another war!' from Mr. Ellis Smith (Lab., Stoke on Trent, S.). Then Mr. Healey launched out on his pet theme of limitation of armaments in Europe. This could, he suggested, be linked with prohibition of the production of atomic weapons in any part of Europe. Inspection and control would be much easier to establish in these territories.""",2,IAM_mini,"Here's the text from the handwritten document:

""I refer to his identification of using words a sort of ""shot across"" us.

From Dr. Ellis Smith (Lab., Stoke on Trent S.),

Then Mr. McNay launched out in his pet

theme of limitation of armaments in Europe.

This could, he suggested, be linked with

prohibition of the production of atomic

weapons in any part of Europe. Inspection

and control would be much easier to

establish in these territories.""",5632.205963134766,,,"A reference to the reunification of Germany brought a bark of ""start another war!""

from Mr. Elio Smith (Lab., Stoke on Trent S.).

Then Mr. Healy launched out on his pet

theme of limitation of armaments in Europe.

This could, he suggested, be linked with

prohibition of the production of atomic

weapons in any part of Europe. Inspection

and control would be much easier to

establish in these territories.",7678.24912071228,,,,11518.029689788818,,
iam_000_a05-104,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_000_a05-104/handwritten.png,"The text reads:

""Mr. Healey denounced the Government for using double standards. Ministers had rebuked the disaligned nations for not condemning the new Russian tests, but they themselves had no condemnation for events in Angola or Algeria. It was not for the Government, said Mr. Healey, to take up moral attitudes, 'especially when the temple of their religion is the bingo-parlour.'""",2,IAM_mini,"The text from the image reads:

""Mr. Healey denounced the Government for using double standards. Ministers had revived the original names for not condemning the new Russian tests, but they themselves had no condemnation for events in Angola or Algeria. It was not for the Government, said Mr. Healey, to take up moral attitudes, especially when the temple of their religion is the sing-a-porium.""",5435.793161392212,,,"Mrs. Healey denounced the Government for using double standards. Ministers had rebuked the maligned nations for not condemning the new Russian tests, but they themselves had no condemnation for events in Angola or Algeria. ""It was not for the Government,"" said Mr. Healey, ""to take up moral attitudes, especially when the temple of their religion is the bingo-parlour.""",6859.762907028198,,,,10566.114902496338,,
iam_002_a01-003,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_002_a01-003/handwritten.png,"The text reads:

""Though they may gather some Left-wing support, a large majority of Labour M Ps are likely to turn down Mr Foot-Griffith's resolution. Mr Foot's view will be that as Labour M Ps opposed the Government Bill which brought the peers into existence, they should not now put forward nominees. He believes that the House of Lords should be abolished and that Labour should not take any steps which would appear to ""prop up"" an out-dated institution.""",2,IAM_mini,"Here's the text from the image:

""Though they may gather some Left-wing support, a large majority of Labour MPs are likely to turn down the foot-Griffiths resolution. The Tory's line will be that as Labour MPs opposed the Government Bill which brought life peers into existence, they should not now put forward nominees. He believes that the House of Lords should be abolished and that Labour should not take any steps which would appear to ""prop up"" an outdated institution.""",5675.760984420776,,,"Though they may gather some Left-wing support, a large majority of Labour MPs are likely to turn down the Foot-Griffiths resolution. Mr Foot's line will be that as Labour MPs opposed the Government Bill which brought life peers into existence, they should not now put forward nominees. He believes that the House of Lords should be abolished and that Labour should not take any steps which would appear to ""prop up"" an out-dated institution.",7787.585735321045,,,,6351.509094238281,,
iam_003_a01-007x,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_003_a01-007x/handwritten.png,"The text reads:
""Since 1958, 13 Labour life Peers and Peeresses have been created. Most Labour sentiment would still favour the abolition of the House of Lords, but while it remains Labour has to have an adequate number of members. THE two rival African Nationalist Parties of Northern Rhodesia have agreed to get together to face the challenge from Sir Roy Welensky, the Federal Premier.""",2,IAM_mini,"Here's the text from the image:

""Since 1958, as Labour life peers and peers peresses have been created, most Labour sentiment would still favour the abolition of the House of Lords, but while it remains Labour has to have an adequate number of members. The two rival African Nationalist Parties of Northern Rhodesia have agreed to get together to face the challenge from Sir Roy Welensky the Federal Premier.""",9007.65609741211,,,"Since 1958, 13 Labour life peers and peeresses have been created. Most Labour sentiment would still favour the abolition of the House of Lords, but while it remains Labour has to have an adequate number of members. THE two rival African Nationalist Parties of Northern Rhodesia have agreed to get together to face the challenge from Sir Roy Welensky, the Federal Premier.",6056.096076965332,,,"Since 1958, 13 Labour Life Peers and Peeresses have been created. Most Labour government would still favour the abolition of the House of Lords, but while it remains Labour has to have an adequate number of members. The two rival African Nationalist Parties of Northern Rhodesia have agreed to get together to face the challenge from Sir Roy Welensky, the Federal Prime Minister.",8379.104852676392,,
iam_007_a01-014,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_007_a01-014/handwritten.png,"Here is the text from the image:

""Sir Roy's United Federal Party is boycotting the London talks on the Protectorate's future. Said Mr. Macmillan last night: 'We want to discuss what to do if the British Government gives in to Sir Roy and the talks fall through. There are bound to be demonstrations.' Yesterday Sir Roy's chief aide, Mr. Julius Greenfield, telephoned his chief a report on his talks with Mr. Macmillan at Chequers.""",2,IAM_mini,"Here's the text from the image:

""Sir Roy's United Federal Party is boycotting the London talks on the Protectorate's future,"" said Mr. Nkumbula last night.

""We want to discuss what to do if the British government gives in to Sir Roy and the talks fall through. There are bound to be demonstrations."" Yesterday Sir Roy's chief aide, Mr. Julius Greenfield, telephoned his chief a report on his talks with Mr. Macmillan at Chequers.",4901.556015014648,,,"Sir Roy's United Federal Party is boycotting the London talks on the Protectorate's future,"" said Mr. Nkumbula last night; ""We want to discuss what to do if the British government gives in to Sir Roy and the talks fall through. There are bound to be demonstrations."" Yesterday Sir Roy's chief aide, Mr. Julius Greenfield, telephoned his chief a report on his talks with Mr. Macmillan at Chequers.",7945.456027984619,,,"Sir Roy's United Federal Party is boycotting the London talks on the Protectorate's future, said Mr. Nkumbula last night; ""We want to discuss what to do if the British government gives in to Sir Roy and the talks fall through."" There are bound to be demonstrations! Yesterday Sir Roy's chief aide, Mr. Julius Greenfield, telephoned his chief to report on his talks with Mr. Macmillan at Chequers.",7678.558349609375,,
iam_008_a01-026x,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_008_a01-026x/handwritten.png,"The text reads:

""MR. IAIN MACLEOD, the Colonial Secretary, denied in the Commons last night that there have been secret negotiations on Northern Rhodesia's future. The Northern Rhodesia conference in London has been boycotted by the two main settlers' parties - the United Federal Party and the Dominion Party. But representatives of Sir Roy Welensky, Prime Minister of the Central African Federation, went to Chequers at the week-end for talks with Mr. Macmillan.""",2,IAM_mini,"Here's the text from the image:

""Mr Iain Macleod, the Colonial Secretary, denied in the Commons last night that there have been secret negotiations on the Northern Rhodesia's future. The Northern Rhodesia conference in London has been boycotted by the two main settlers parties - the United Federal Party and the Dominion Party. But representatives of Mr Roy Welensky, Prime Minister of the Central African Federation, went to Chequers at the week-end for talks with Mr Macmillan.""",4956.329107284546,,,"Mr. Iain Macleod, the Colonial Secretary, denied
in the Commons last night that there have
been secret negotiations on the Northern Rhodesia's
future. The Northern Rhodesia conference in
London has been boycotted by the two main
settlers' parties - the United Federal Party
and the Dominion Party. But representatives
of Sir Roy Welensky, Prime Minister of the
Central African Federation, went to Chequers
at the week-end for talks with Mr. Macmillan.",6233.489990234375,,,"Mr. Iain Macleod, the Colonial Secretary, denied in the Commons last night that there have been secret negotiations on the Northern Rhodesia's future. The Northern Rhodesia conference in London has been boycotted by the two main settler parties - the United Federal Party and the Dominion Party. But representatives of Sir Roy Welensky, Prime Minister of the Central African Federation, went to Chequers at the week-end for talks with Mr. Macleod.",6140.737771987915,,
