sample_id,image_path,ground_truth,language,dataset,prediction_gpt-5-mini,inference_time_ms_gpt-5-mini,tokens_used_gpt-5-mini,error_gpt-5-mini,prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,tokens_used_gpt-5-nano,error_gpt-5-nano
icdar_tr_img_00170,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00170.jpg,"نقل بضائع
29 267 103
20 396 224
29 365 207","Latin, Symbols, Arabic",ICDAR_mini,"ابن
بضائع
نقل
29
267
103
/",9593.444108963013,,,"ابن
بضائع
نقل
29
267
103
/",10443.212985992432,,
icdar_tr_img_00194,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00194.jpg,,Arabic,ICDAR_mini,"النسوة
نون
مكتبة
فقط
للنساء
نون
النسوة
مكتبة
مدخل
هنا
من
أول
مكتبة
نسائية
بالمملكة
المكتبة
هنا
مدخل
من
المكتبة
١٧٣٢١٥٥٠٠
٠٥٦٩٦٣٨٨٨
قرطاسية
تحضيرات
جاهزة
هدايا
ملف
إنجاز
خدمات
طالب
ملف
الأسبوع
التمهيدي",17252.896070480347,,,"النسوة
نون
مكتبة
فقط
للنساء
نون
النسوة
مكتبة
مدخل
هنا
من
أول
مكتبة
نسائية
بالمملكة
المكتبة
هنا
مدخل
من
المكتبة
١٧٣٢١٥٥٠٠
٠٥٦٩٦٣٨٨٨
قرطاسية
تحضيرات
جاهزة
هدايا
ملف
إنجاز
خدمات
طالب
ملف
الأسبوع
التمهيدي",15128.650903701782,,
icdar_tr_img_00198,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00198.jpg,,"Arabic, Latin",ICDAR_mini,"حُكومَةُ
دُبَيّ
AL
BARSHA
POLICE
STATION
البرشاء
شرطة
مركز",10129.103899002075,,,"حُكومَةُ
دُبَيّ
AL
BARSHA
POLICE
STATION
البرشاء
شرطة
مركز",11368.484020233154,,
icdar_tr_img_00214,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00214.jpg,"جزيرة أمواج
Amwaj Islands
عراد - الحد
Arad - Hidd","Symbols, Arabic, Latin",ICDAR_mini,"أمواج
جزر
Islands
Amwaj
عراد
الحد
-
Hidd
Arad
-",5459.94234085083,,,"أمواج
جزر
Islands
Amwaj
عراد
الحد
-
Hidd
Arad
-",9487.844944000244,,
icdar_tr_img_00218,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00218.jpg,"المسلمين فقط
Muslims Only
مكة المكرمة
Makkah
LES ENFANTS DU G...","Arabic, Latin",ICDAR_mini,"للمسلمين
مكة
فقط
المكرمة
Only
Makkah
Muslims
LES
ENFANTS
DU",14349.420070648193,,,"للمسلمين
مكة
فقط
المكرمة
Only
Makkah
Muslims
LES
ENFANTS
DU",13116.536855697632,,
icdar_tr_img_00222,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00222.jpg,,"Symbols, Arabic, Latin",ICDAR_mini,"الأمان
بنك
BANK
AMEN
توقيت
شبابيك
فتح
للعموم
من
الإثنين
إلى
الجمعة
حصة
عادية
من
غرة
30
سبتمبر
إلى
جوان
ما
رمضان
عدي
16H00
:
08H00
-
غرة
حصة
غرة
جويلية
إلى
رمضان
واحدة
من
12H30
07H15:
-
رمضان
08H30:
12H45
-
توقيت
صيفي
12H30
07H15
-
أسبوعية
الأحد
راحة
السبت
و
:
Horaire
d'ouverture
des
guichets
le
public
pour
De
Lundi
vendredi
au
Séance
normale
du
septembre
juin
30
au
(Sauf
ramadan)
:08H00
16H00
-
Séance
du
unique
Juillet
début
au
mois
du
de
Ramadan
:
07H15
12H30
-
Ramadan
08H30
12H45
:
-
Séance
aprés
unique
le
de
mois
Ramadan
07H15
12H30
:
-
Samedi
Dimanche
&
Chômés
:",17282.888889312744,,,"الأمان
بنك
BANK
AMEN
توقيت
شبابيك
فتح
للعموم
من
الإثنين
إلى
الجمعة
حصة
عادية
من
غرة
30
سبتمبر
إلى
جوان
ما
رمضان
عدي
16H00
:
08H00
-
غرة
حصة
غرة
جويلية
إلى
رمضان
واحدة
من
12H30
07H15:
-
رمضان
08H30:
12H45
-
توقيت
صيفي
12H30
07H15
-
أسبوعية
الأحد
راحة
السبت
و
:
Horaire
d'ouverture
des
guichets
le
public
pour
De
Lundi
vendredi
au
Séance
normale
du
septembre
juin
30
au
(Sauf
ramadan)
:08H00
16H00
-
Séance
du
unique
Juillet
début
au
mois
du
de
Ramadan
:
07H15
12H30
-
Ramadan
08H30
12H45
:
-
Séance
aprés
unique
le
de
mois
Ramadan
07H15
12H30
:
-
Samedi
Dimanche
&
Chômés
:",12856.40001296997,,
icdar_tr_img_00237,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00237.jpg,,Arabic,ICDAR_mini,"ابن
زهر",5834.172248840332,,,"ابن
زهر",13422.164916992188,,
icdar_tr_img_00248,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00248.jpg,,"Latin, Symbols, Arabic",ICDAR_mini,"٥٤١٨
علي
حسن
/
علي
الدكتور
محمد
ssan
الدكتور
/
ايبري
واركو
محمد",14921.658754348755,,,"٥٤١٨
علي
حسن
/
علي
الدكتور
محمد
ssan
الدكتور
/
ايبري
واركو
محمد",14946.931838989258,,
icdar_tr_img_00259,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00259.jpg,"CENTRE DE DIALYSE TARGA
مركز تصفية الدم تارغا","Arabic, None, Latin",ICDAR_mini,"مركز
تصفية
الدم
تاركَة
TARGA
DIALYSE
DE
CENTRE",7383.6541175842285,,,"مركز
تصفية
الدم
تاركَة
TARGA
DIALYSE
DE
CENTRE",10527.76288986206,,
icdar_tr_img_00260,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00260.jpg,"مركز التكوين المهني
في حرف الصناعة التقليدية",Arabic,ICDAR_mini,"التقليدية
المهني
حرف
الصناعة
التكوين
في
مركز",5292.118072509766,,,"التقليدية
المهني
حرف
الصناعة
التكوين
في
مركز",9930.368900299072,,
icdar_tr_img_00269,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00269.jpg,الدفع قبل الرمز,Arabic,ICDAR_mini,"الرفع
قبل
الدفع",9349.558115005493,,,"الرفع
قبل
الدفع",9417.9048538208,,
icdar_tr_img_00277,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00277.jpg,,"Arabic, Latin",ICDAR_mini,"السنبلة
الذهبية
D'OR
L'EPI
منذ
1943
DEPUIS
3
M'hammes
DUR
BLE
SEMOLINA
DE
SEMOULE
WHEAT
PURE
DURUM
PURE",14642.2278881073,,,"السنبلة
الذهبية
D'OR
L'EPI
منذ
1943
DEPUIS
3
M'hammes
DUR
BLE
SEMOLINA
DE
SEMOULE
WHEAT
PURE
DURUM
PURE",17509.577751159668,,
icdar_tr_img_00278,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00278.jpg,"مستودع الحكمي للمواد الغذائية
هاتف 3190552","Latin, Arabic",ICDAR_mini,"ومستودع
الغذائية
الحكمي
للمواد
هاتف
3190552",15721.68493270874,,,"ومستودع
الغذائية
الحكمي
للمواد
هاتف
3190552",14110.838890075684,,
icdar_tr_img_00285,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00285.jpg,"وادي بوخليفة
OUED BOUKHALIFA","Latin, Arabic",ICDAR_mini,"خالفة
وادي
بو
OUED
BOUKHALFA",12216.640949249268,,,"خالفة
وادي
بو
OUED
BOUKHALFA",9419.878244400024,,
icdar_tr_img_00293,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00293.jpg,"جندوبة
JENDOUBA
باجة
BEJA
عين درهم
AIN DRAHAM
طبرقة
TABARKA","Arabic, None, Latin",ICDAR_mini,"جندوبة
JENDOUBA
باجة
BEJA
طبرقة
TABARKA
دراهم
عين
AiN
DRAHAM",10948.155879974365,,,"جندوبة
JENDOUBA
باجة
BEJA
طبرقة
TABARKA
دراهم
عين
AiN
DRAHAM",10558.51697921753,,
icdar_tr_img_00298,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00298.jpg,,"Latin, Arabic",ICDAR_mini,"المسارحة
احد
صامطة
الطوال
الشبيكة
٥٠٠
م
500
M",16779.27017211914,,,"المسارحة
احد
صامطة
الطوال
الشبيكة
٥٠٠
م
500
M",14840.134859085083,,
icdar_tr_img_00310,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00310.jpg,,"Latin, Arabic",ICDAR_mini,"خياط
امواج
الأقمشة
الرجالية
للخياطة
8939629
٠٥٥٠٣٢١٢٦٩",14367.263078689575,,,"خياط
امواج
الأقمشة
الرجالية
للخياطة
8939629
٠٥٥٠٣٢١٢٦٩",14363.431215286255,,
icdar_tr_img_00334,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00334.jpg,,"Arabic, Latin",ICDAR_mini,"ى
مغاسل
الأفق
LAUNDRY
ALـOFOQ
خدمة
سريعة
Service
OFOQ
Express",9883.227109909058,,,"ى
مغاسل
الأفق
LAUNDRY
ALـOFOQ
خدمة
سريعة
Service
OFOQ
Express",14626.491785049438,,
icdar_tr_img_00383,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00383.jpg,,"Arabic, None, Latin",ICDAR_mini,"20
السعر
20
6
هبه
HEBA
إطفاء
حريق
صندوق
FIRE
HOSE
CABINET",14832.215785980225,,,"20
السعر
20
6
هبه
HEBA
إطفاء
حريق
صندوق
FIRE
HOSE
CABINET",17754.33588027954,,
icdar_tr_img_00384,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00384.jpg,"شغوف +
صيدلية
PHARMACY
Apple","Latin, Arabic",ICDAR_mini,"صيدلية
صيدلية
شقرون",11475.369930267334,,,"صيدلية
صيدلية
شقرون",12492.221117019653,,
icdar_tr_img_00395,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00395.jpg,"الأندلس
RUE
DES ANDALOUS","Latin, Arabic",ICDAR_mini,"نهج
الاندلس
RUE
ANDALOUS
DES",13602.098941802979,,,"نهج
الاندلس
RUE
ANDALOUS
DES",11127.56609916687,,
icdar_tr_img_00409,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00409.jpg,"طريق
25
شارع الخليج العربي
Arabian Gulf Street","Latin, Arabic",ICDAR_mini,"طريق
25
شارع
الخليج
العربي
Gulf
Arabian
Street",4604.597091674805,,,"طريق
25
شارع
الخليج
العربي
Gulf
Arabian
Street",6656.212091445923,,
icdar_tr_img_00456,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00456.jpg,,"Arabic, Latin",ICDAR_mini,"igh
Ama
Travel
أسفار
457
393
96
وكالة
175
224
21
VOYAGES
DE
AGENCE
داخلية
رحلات
وخارجية
أمازيغ
Ama
للأسفار
على
عمرة
السنة
مدار
تذاكر
Travel
ges
ménage",12056.434869766235,,,"igh
Ama
Travel
أسفار
457
393
96
وكالة
175
224
21
VOYAGES
DE
AGENCE
داخلية
رحلات
وخارجية
أمازيغ
Ama
للأسفار
على
عمرة
السنة
مدار
تذاكر
Travel
ges
ménage",14327.03709602356,,
icdar_tr_img_00459,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00459.jpg,,"Latin, None, Arabic",ICDAR_mini,"جواجم
فطور
صباح
بونجورنو
ياغورت
دياري",10399.415016174316,,,"جواجم
فطور
صباح
بونجورنو
ياغورت
دياري",13595.957040786743,,
icdar_tr_img_00512,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00512.jpg,,Arabic,ICDAR_mini,تازركة,7578.735113143921,,,تازركة,13048.684120178223,,
icdar_tr_img_00543,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00543.jpg,"بن لادن قسم الأساسات
BIN LADIN PILING
Tel. 2663404
Fax. 2626347
P.O.Box. 1555 Dubai","Latin, Arabic",ICDAR_mini,"الأساسات
قسم
لادن
بن
LADIN
BIN
PILING
٢٦٦٣٤٠٤
فاكس/
ت/
٢٦٢٦٣٤٧
١٥٥٥
ص-ب/
دبي
26266347
Dubai
Fax.
P.O.Box.
1555
Tel.
2663404",10350.428342819214,,,"الأساسات
قسم
لادن
بن
LADIN
BIN
PILING
٢٦٦٣٤٠٤
فاكس/
ت/
٢٦٢٦٣٤٧
١٥٥٥
ص-ب/
دبي
26266347
Dubai
Fax.
P.O.Box.
1555
Tel.
2663404",8688.499212265015,,
icdar_tr_img_00557,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00557.jpg,,"Latin, Arabic",ICDAR_mini,"الطبي
المجمع
Medical
City
المغناطيسي
بالرنين
التصوير
مخبر
التحاليل
الطبية
Médicales
D'analyses
Laboratoire",12003.412008285522,,,"الطبي
المجمع
Medical
City
المغناطيسي
بالرنين
التصوير
مخبر
التحاليل
الطبية
Médicales
D'analyses
Laboratoire",14220.311164855957,,
icdar_tr_img_00573,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00573.jpg,,"Latin, Arabic",ICDAR_mini,"شبرا
مجمع
nmercial
Complex",12098.711013793945,,,"شبرا
مجمع
nmercial
Complex",16596.88401222229,,
icdar_tr_img_00591,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00591.jpg,"نقطة شحن
ooredoo","Latin, Arabic",ICDAR_mini,"شحن
نقطة
ooredoo",5263.123035430908,,,"شحن
نقطة
ooredoo",10955.135822296143,,
icdar_tr_img_00593,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00593.jpg,,"Latin, Arabic",ICDAR_mini,"ربط
حزام
الآمان
Seat
Wear
Belt",6825.008869171143,,,"ربط
حزام
الآمان
Seat
Wear
Belt",11661.378145217896,,
icdar_tr_img_00620,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00620.jpg,"Parti Socialiste Unifié - Maroc
الحزب الإشتراكي الموحد-المغرب","Symbols, Arabic, Latin",ICDAR_mini,"le
Parti
Socialiste
Unifié
Maroc
-
المغرب
الموحد
الإشتراكي
الحزب
Com
-",10097.373008728027,,,"le
Parti
Socialiste
Unifié
Maroc
-
المغرب
الموحد
الإشتراكي
الحزب
Com
-",9215.666770935059,,
icdar_tr_img_00638,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00638.jpg,,Arabic,ICDAR_mini,"لجنة
زكاة
القدس
باتجاه
الصدقات
النذور
الزكوات
نستقبل
و
و
لجنة
أيتام
صدقة
كفالة
الفطر
القدس
صائم
زكاة
افطار
و
و",7996.728897094727,,,"لجنة
زكاة
القدس
باتجاه
الصدقات
النذور
الزكوات
نستقبل
و
و
لجنة
أيتام
صدقة
كفالة
الفطر
القدس
صائم
زكاة
افطار
و
و",11878.369092941284,,
icdar_tr_img_00661,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00661.jpg,,"Arabic, Latin",ICDAR_mini,"نظيف
ديما
M
Farrell
ميكانيك
ن
Nana
سيّارات
3
3
2
2
898
2
2
1
G
136
54492
54493",12393.726825714111,,,"نظيف
ديما
M
Farrell
ميكانيك
ن
Nana
سيّارات
3
3
2
2
898
2
2
1
G
136
54492
54493",14049.406051635742,,
icdar_tr_img_00682,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00682.jpg,,"Arabic, Latin",ICDAR_mini,"ديوان
للأسفار
Travel
Diwan",8644.218921661377,,,"ديوان
للأسفار
Travel
Diwan",13289.393901824951,,
icdar_tr_img_00690,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00690.jpg,"الهواتف المميزة
Special Phones
0565229769","Latin, Arabic",ICDAR_mini,"الهواتف
المتميزة
ونيات
Phones
جوالك
0565229769
E052
084
085
٧٣٢٤",13312.01195716858,,,"الهواتف
المتميزة
ونيات
Phones
جوالك
0565229769
E052
084
085
٧٣٢٤",11481.636762619019,,
icdar_tr_img_00695,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00695.jpg,,"Arabic, None, Latin",ICDAR_mini,"نديم
تحرّك
العزيز
بن
عبد
KING",12179.150819778442,,,"نديم
تحرّك
العزيز
بن
عبد
KING",15227.97703742981,,
icdar_tr_img_00707,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00707.jpg,,"Symbols, Arabic, Latin",ICDAR_mini,"جربة
سنتر
كوبي
Copy
Center
Djerba
Photocopie
noir
/Blanc
Couleur
&
laser
numerique
Tirage
de
Plan
Location
Data
-Show
Transfert
-
-
ti-short
sur
Plastification
chaud
a
Spiral
&
reliure
-
à
chaud
Tél:
75
652
995
Fax:
75
652
996
3",13031.48889541626,,,"جربة
سنتر
كوبي
Copy
Center
Djerba
Photocopie
noir
/Blanc
Couleur
&
laser
numerique
Tirage
de
Plan
Location
Data
-Show
Transfert
-
-
ti-short
sur
Plastification
chaud
a
Spiral
&
reliure
-
à
chaud
Tél:
75
652
995
Fax:
75
652
996
3",13148.704051971436,,
icdar_tr_img_00708,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00708.jpg,,"Latin, Arabic",ICDAR_mini,"NOOR
BANK
نور
بنك
بنك
نور
Noor
Bank",7581.810235977173,,,"NOOR
BANK
نور
بنك
بنك
نور
Noor
Bank",12303.448915481567,,
icdar_tr_img_00715,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00715.jpg,,"Latin, Arabic",ICDAR_mini,"إقامة
الأحلام
شقق
مؤثثة
خاصّة
بالعائلات
الجوّال:
442
740
52
892
242
20",7468.254089355469,,,"إقامة
الأحلام
شقق
مؤثثة
خاصّة
بالعائلات
الجوّال:
442
740
52
892
242
20",13721.38500213623,,
icdar_tr_img_00721,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00721.jpg,,"Latin, None, Arabic",ICDAR_mini,"التونسي
S'UT
M
الجنوب
مصرف
بالتفصيل
كهربائية
مواد
بيع",9944.168090820312,,,"التونسي
S'UT
M
الجنوب
مصرف
بالتفصيل
كهربائية
مواد
بيع",13003.635168075562,,
icdar_tr_img_00742,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00742.jpg,"مركز التصوير الطبي
الفارابي",Arabic,ICDAR_mini,"مركز
التصوير
الفارابي
الطبي",8628.821849822998,,,"مركز
التصوير
الفارابي
الطبي",11773.229837417603,,
icdar_tr_img_00752,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00752.jpg,وزارة الداخلية,Arabic,ICDAR_mini,"وزارة
الداخلية",4189.002990722656,,,"وزارة
الداخلية",4875.273942947388,,
icdar_tr_img_00783,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00783.jpg,"الاتصالات
نجد
Najd Telecom
Tel: 013 8999633
FOR RENT
للإيجار","Arabic, None, Latin",ICDAR_mini,"نجد
للإتصالات
Najd
Telecom
Tel:
013
8999633
قطاعي
جملة
للإيجار
FOR
AGH
المانع
العامة",14269.778966903687,,,"نجد
للإتصالات
Najd
Telecom
Tel:
013
8999633
قطاعي
جملة
للإيجار
FOR
AGH
المانع
العامة",13612.210988998413,,
icdar_tr_img_00846,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00846.jpg,,"Arabic, Latin",ICDAR_mini,"اهلا
WELCOME
سهلا
بكم
و
TO
فى
الكويت
KUWAIT",9696.845054626465,,,"اهلا
WELCOME
سهلا
بكم
و
TO
فى
الكويت
KUWAIT",11483.0641746521,,
icdar_tr_img_00878,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00878.jpg,,"Latin, None, Arabic",ICDAR_mini,"igh
Ama
Travel
96
393
أسفار
457
21
175
224
وكالة
AGENCE
DE
VOYAGES
وخارجية
داخلية
رحلات
السنة
عمرة
مدار
على
للأسفار
أمازيغ
سفر
تذاكر
er",12711.237907409668,,,"igh
Ama
Travel
96
393
أسفار
457
21
175
224
وكالة
AGENCE
DE
VOYAGES
وخارجية
داخلية
رحلات
السنة
عمرة
مدار
على
للأسفار
أمازيغ
سفر
تذاكر
er",12401.75724029541,,
icdar_tr_img_00902,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00902.jpg,,"Arabic, Latin",ICDAR_mini,"CAMERAMAN!
Hi
THiNKS
BOSS
MY
OFFice
THE
AT
I'M
HUSH!!
TUNiSiA
ViVA
#اَلْإجاَبة-تُونِسْ",12306.983947753906,,,"CAMERAMAN!
Hi
THiNKS
BOSS
MY
OFFice
THE
AT
I'M
HUSH!!
TUNiSiA
ViVA
#اَلْإجاَبة-تُونِسْ",10346.171140670776,,
icdar_tr_img_00910,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00910.jpg,,"Symbols, Arabic, None, Latin",ICDAR_mini,"مؤسسة
هادي
فيصل
فيصل
Al
Share
للبيع
منزلية
جوالات
أجهزة
مكيفات
سيارات
-
-
-
-",11758.93497467041,,,"مؤسسة
هادي
فيصل
فيصل
Al
Share
للبيع
منزلية
جوالات
أجهزة
مكيفات
سيارات
-
-
-
-",15452.24380493164,,
icdar_tr_img_00916,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_00916.jpg,الحرس,"None, Arabic",ICDAR_mini,الحرس,6139.253854751587,,,الحرس,8622.17092514038,,
