sample_id,model,phase,ground_truth_len,prediction_len,cer,wer,has_prediction
voc2007_illu_item10+_R_2,azure_intelligence,Phase 1 (OCR),948,968,0.25413223140495866,0.4808743169398907,True
voc2007_illu_item10+_R_3,azure_intelligence,Phase 1 (OCR),947,962,0.24740124740124741,0.4748603351955307,True
voc2007_illu_item10+_R_4,azure_intelligence,Phase 1 (OCR),950,970,0.2443298969072165,0.44808743169398907,True
voc2007_illu_item10+_R_5,azure_intelligence,Phase 1 (OCR),949,958,0.23903966597077245,0.4606741573033708,True
voc2007_illu_item10+_T_1,azure_intelligence,Phase 1 (OCR),951,967,0.2264736297828335,0.4666666666666667,True
voc2007_illu_item10+_T_2,azure_intelligence,Phase 1 (OCR),951,968,0.22727272727272727,0.4696132596685083,True
voc2007_illu_item10+_T_3,azure_intelligence,Phase 1 (OCR),919,936,0.2467948717948718,0.46285714285714286,True
voc2007_illu_item10+_T_4,azure_intelligence,Phase 1 (OCR),948,958,0.23173277661795408,0.4293785310734463,True
voc2007_illu_item10-_D_1,azure_intelligence,Phase 1 (OCR),453,456,0.40131578947368424,0.6790123456790124,True
voc2007_illu_item10-_D_10,azure_intelligence,Phase 1 (OCR),313,312,0.6057692307692307,0.8448275862068966,True
voc2007_illu_item10-_D_2,azure_intelligence,Phase 1 (OCR),368,365,0.5506849315068493,0.7903225806451613,True
voc2007_illu_item10-_D_3,azure_intelligence,Phase 1 (OCR),467,475,0.3957894736842105,0.6666666666666666,True
voc2007_illu_item10-_D_4,azure_intelligence,Phase 1 (OCR),369,370,0.4783783783783784,0.6527777777777778,True
voc2007_illu_item10-_D_5,azure_intelligence,Phase 1 (OCR),406,408,0.4362745098039216,0.6341463414634146,True
voc2007_illu_item10-_D_6,azure_intelligence,Phase 1 (OCR),312,318,0.5754716981132075,0.8548387096774194,True
voc2007_illu_item10-_D_7,azure_intelligence,Phase 1 (OCR),286,290,0.6206896551724138,0.8333333333333334,True
voc2007_illu_item10-_D_8,azure_intelligence,Phase 1 (OCR),286,287,0.6132404181184669,0.7627118644067796,True
voc2007_illu_item10-_D_9,azure_intelligence,Phase 1 (OCR),405,407,0.43243243243243246,0.5925925925925926,True
voc2007_illu_item10-_LD_1,azure_intelligence,Phase 1 (OCR),261,257,0.6926070038910506,0.8181818181818182,True
voc2007_illu_item10-_LD_10,azure_intelligence,Phase 1 (OCR),453,454,0.4008810572687225,0.6625,True
voc2007_illu_item10-_LD_11,azure_intelligence,Phase 1 (OCR),260,254,0.7007874015748031,0.8679245283018868,True
voc2007_illu_item10-_LD_2,azure_intelligence,Phase 1 (OCR),368,365,0.5534246575342465,0.819672131147541,True
voc2007_illu_item10-_LD_3,azure_intelligence,Phase 1 (OCR),247,248,0.7056451612903226,0.84,True
voc2007_illu_item10-_LD_4,azure_intelligence,Phase 1 (OCR),453,456,0.41885964912280704,0.654320987654321,True
voc2007_illu_item10-_LD_5,azure_intelligence,Phase 1 (OCR),313,312,0.5993589743589743,0.8103448275862069,True
voc2007_illu_item10-_LD_6,azure_intelligence,Phase 1 (OCR),393,395,0.4531645569620253,0.6125,True
voc2007_illu_item10-_LD_7,azure_intelligence,Phase 1 (OCR),373,374,0.5053475935828877,0.6575342465753424,True
voc2007_illu_item10-_LD_8,azure_intelligence,Phase 1 (OCR),261,259,0.6911196911196911,0.7857142857142857,True
voc2007_illu_item10-_LD_9,azure_intelligence,Phase 1 (OCR),260,258,0.6937984496124031,0.8245614035087719,True
voc2007_illu_item10-_LT_1,azure_intelligence,Phase 1 (OCR),289,291,0.6116838487972509,0.8571428571428571,True
voc2007_illu_item10-_LT_10,azure_intelligence,Phase 1 (OCR),287,285,0.6105263157894737,0.7678571428571429,True
voc2007_illu_item10-_LT_11,azure_intelligence,Phase 1 (OCR),244,242,0.7644628099173554,0.9148936170212766,True
voc2007_illu_item10-_LT_2,azure_intelligence,Phase 1 (OCR),289,287,0.6097560975609756,0.8301886792452831,True
voc2007_illu_item10-_LT_3,azure_intelligence,Phase 1 (OCR),368,367,0.5231607629427792,0.7936507936507936,True
voc2007_illu_item10-_LT_4,azure_intelligence,Phase 1 (OCR),405,411,0.44038929440389296,0.5952380952380952,True
voc2007_illu_item10-_LT_5,azure_intelligence,Phase 1 (OCR),456,464,0.40086206896551724,0.6588235294117647,True
voc2007_illu_item10-_LT_6,azure_intelligence,Phase 1 (OCR),313,313,0.6038338658146964,0.7966101694915254,True
voc2007_illu_item10-_LT_7,azure_intelligence,Phase 1 (OCR),405,413,0.4406779661016949,0.5882352941176471,True
voc2007_illu_item10-_LT_8,azure_intelligence,Phase 1 (OCR),287,284,0.6267605633802817,0.9090909090909091,True
voc2007_illu_item10-_LT_9,azure_intelligence,Phase 1 (OCR),454,463,0.4038876889848812,0.686046511627907,True
voc2007_illu_item10-_L_1,azure_intelligence,Phase 1 (OCR),368,366,0.5218579234972678,0.8064516129032258,True
voc2007_illu_item10-_L_10,azure_intelligence,Phase 1 (OCR),287,287,0.6132404181184669,0.8070175438596491,True
voc2007_illu_item10-_L_2,azure_intelligence,Phase 1 (OCR),293,294,0.608843537414966,0.8909090909090909,True
voc2007_illu_item10-_L_3,azure_intelligence,Phase 1 (OCR),287,291,0.6116838487972509,0.7666666666666667,True
voc2007_illu_item10-_L_4,azure_intelligence,Phase 1 (OCR),453,455,0.4021978021978022,0.654320987654321,True
voc2007_illu_item10-_L_5,azure_intelligence,Phase 1 (OCR),368,366,0.5218579234972678,0.8225806451612904,True
voc2007_illu_item10-_L_6,azure_intelligence,Phase 1 (OCR),313,309,0.6084142394822006,0.8727272727272727,True
voc2007_illu_item10-_L_7,azure_intelligence,Phase 1 (OCR),370,373,0.4879356568364611,0.726027397260274,True
voc2007_illu_item10-_L_8,azure_intelligence,Phase 1 (OCR),406,411,0.43795620437956206,0.6190476190476191,True
voc2007_illu_item10-_L_9,azure_intelligence,Phase 1 (OCR),362,373,0.4906166219839142,0.6753246753246753,True
voc2007_illu_item10-_RD_1,azure_intelligence,Phase 1 (OCR),313,310,0.6129032258064516,0.8928571428571429,True
voc2007_illu_item10-_RD_10,azure_intelligence,Phase 1 (OCR),313,309,0.6148867313915858,0.9090909090909091,True
voc2007_illu_item10-_RD_11,azure_intelligence,Phase 1 (OCR),368,364,0.5576923076923077,0.8333333333333334,True
voc2007_illu_item10-_RD_2,azure_intelligence,Phase 1 (OCR),320,323,0.6191950464396285,0.8666666666666667,True
voc2007_illu_item10-_RD_3,azure_intelligence,Phase 1 (OCR),440,449,0.4209354120267261,0.7058823529411765,True
voc2007_illu_item10-_RD_4,azure_intelligence,Phase 1 (OCR),370,370,0.5054054054054054,0.6197183098591549,True
voc2007_illu_item10-_RD_5,azure_intelligence,Phase 1 (OCR),453,457,0.42669584245076586,0.6987951807228916,True
voc2007_illu_item10-_RD_6,azure_intelligence,Phase 1 (OCR),287,289,0.6228373702422145,0.7796610169491526,True
voc2007_illu_item10-_RD_7,azure_intelligence,Phase 1 (OCR),247,246,0.7276422764227642,0.9787234042553191,True
voc2007_illu_item10-_RD_8,azure_intelligence,Phase 1 (OCR),288,285,0.6070175438596491,0.7818181818181819,True
voc2007_illu_item10-_RD_9,azure_intelligence,Phase 1 (OCR),287,285,0.6105263157894737,0.7678571428571429,True
voc2007_illu_item10-_RT_1,azure_intelligence,Phase 1 (OCR),369,369,0.5474254742547425,0.8412698412698413,True
voc2007_illu_item10-_RT_10,azure_intelligence,Phase 1 (OCR),313,311,0.6109324758842444,0.8771929824561403,True
voc2007_illu_item10-_RT_11,azure_intelligence,Phase 1 (OCR),406,408,0.4362745098039216,0.6219512195121951,True
voc2007_illu_item10-_RT_2,azure_intelligence,Phase 1 (OCR),370,370,0.4864864864864865,0.6944444444444444,True
voc2007_illu_item10-_RT_3,azure_intelligence,Phase 1 (OCR),243,241,0.7178423236514523,0.851063829787234,True
voc2007_illu_item10-_RT_4,azure_intelligence,Phase 1 (OCR),457,458,0.40611353711790393,0.7073170731707317,True
voc2007_illu_item10-_RT_5,azure_intelligence,Phase 1 (OCR),372,370,0.5216216216216216,0.8253968253968254,True
voc2007_illu_item10-_RT_6,azure_intelligence,Phase 1 (OCR),470,482,0.4024896265560166,0.6666666666666666,True
voc2007_illu_item10-_RT_7,azure_intelligence,Phase 1 (OCR),409,411,0.44525547445255476,0.6265060240963856,True
voc2007_illu_item10-_RT_8,azure_intelligence,Phase 1 (OCR),455,462,0.4264069264069264,0.6904761904761905,True
voc2007_illu_item10-_RT_9,azure_intelligence,Phase 1 (OCR),368,367,0.5231607629427792,0.7936507936507936,True
voc2007_illu_item10-_R_1,azure_intelligence,Phase 1 (OCR),288,288,0.5972222222222222,0.7368421052631579,True
voc2007_illu_item10-_R_10,azure_intelligence,Phase 1 (OCR),368,366,0.5519125683060109,0.8225806451612904,True
voc2007_illu_item10-_R_2,azure_intelligence,Phase 1 (OCR),440,446,0.4080717488789238,0.6547619047619048,True
voc2007_illu_item10-_R_3,azure_intelligence,Phase 1 (OCR),440,450,0.41333333333333333,0.6395348837209303,True
voc2007_illu_item10-_R_4,azure_intelligence,Phase 1 (OCR),237,237,0.7341772151898734,0.9166666666666666,True
voc2007_illu_item10-_R_5,azure_intelligence,Phase 1 (OCR),287,287,0.6097560975609756,0.7931034482758621,True
voc2007_illu_item10-_R_6,azure_intelligence,Phase 1 (OCR),287,288,0.6111111111111112,0.7586206896551724,True
voc2007_illu_item10-_R_7,azure_intelligence,Phase 1 (OCR),241,242,0.7355371900826446,1.0,True
voc2007_illu_item10-_R_8,azure_intelligence,Phase 1 (OCR),287,290,0.6137931034482759,0.7833333333333333,True
voc2007_illu_item10-_R_9,azure_intelligence,Phase 1 (OCR),455,462,0.4090909090909091,0.7142857142857143,True
voc2007_illu_item10-_T_1,azure_intelligence,Phase 1 (OCR),313,308,0.6136363636363636,0.9074074074074074,True
voc2007_illu_item10-_T_10,azure_intelligence,Phase 1 (OCR),368,365,0.5260273972602739,0.8360655737704918,True
voc2007_illu_item10-_T_2,azure_intelligence,Phase 1 (OCR),405,407,0.4398034398034398,0.5853658536585366,True
voc2007_illu_item10-_T_3,azure_intelligence,Phase 1 (OCR),453,455,0.4043956043956044,0.691358024691358,True
voc2007_illu_item10-_T_4,azure_intelligence,Phase 1 (OCR),370,366,0.5273224043715847,0.8666666666666667,True
voc2007_illu_item10-_T_5,azure_intelligence,Phase 1 (OCR),313,310,0.6193548387096774,0.9285714285714286,True
voc2007_illu_item10-_T_6,azure_intelligence,Phase 1 (OCR),405,405,0.43950617283950616,0.625,True
voc2007_illu_item10-_T_7,azure_intelligence,Phase 1 (OCR),453,454,0.42951541850220265,0.6582278481012658,True
voc2007_illu_item10-_T_8,azure_intelligence,Phase 1 (OCR),441,446,0.5201793721973094,0.6904761904761905,True
voc2007_illu_item10-_T_9,azure_intelligence,Phase 1 (OCR),453,456,0.40131578947368424,0.6829268292682927,True
voc2007_scan_item10+_1,azure_intelligence,Phase 1 (OCR),617,640,0.3,0.4806201550387597,True
voc2007_scan_item10+_10,azure_intelligence,Phase 1 (OCR),948,967,0.25853154084798347,0.43956043956043955,True
voc2007_scan_item10+_11,azure_intelligence,Phase 1 (OCR),948,973,0.28879753340184994,0.4972972972972973,True
voc2007_scan_item10+_12,azure_intelligence,Phase 1 (OCR),947,964,0.2437759336099585,0.4222222222222222,True
voc2007_scan_item10+_13,azure_intelligence,Phase 1 (OCR),950,977,0.24462640736949848,0.42780748663101603,True
voc2007_scan_item10+_14,azure_intelligence,Phase 1 (OCR),949,953,0.2644281217208814,0.4482758620689655,True
voc2007_scan_item10+_15,azure_intelligence,Phase 1 (OCR),949,965,0.25699481865284973,0.4419889502762431,True
voc2007_scan_item10+_16,azure_intelligence,Phase 1 (OCR),949,972,0.28189300411522633,0.4756756756756757,True
voc2007_scan_item10+_17,azure_intelligence,Phase 1 (OCR),949,966,0.2805383022774327,0.4808743169398907,True
voc2007_scan_item10+_18,azure_intelligence,Phase 1 (OCR),948,979,0.24821246169560776,0.455026455026455,True
voc2007_scan_item10+_19,azure_intelligence,Phase 1 (OCR),951,968,0.24586776859504134,0.4696132596685083,True
voc2007_scan_item10+_2,azure_intelligence,Phase 1 (OCR),505,522,0.3793103448275862,0.5428571428571428,True
voc2007_scan_item10+_20,azure_intelligence,Phase 1 (OCR),951,971,0.26776519052523173,0.44505494505494503,True
voc2007_scan_item10+_21,azure_intelligence,Phase 1 (OCR),919,930,0.24623655913978496,0.45348837209302323,True
voc2007_scan_item10+_22,azure_intelligence,Phase 1 (OCR),948,962,0.23596673596673598,0.4022346368715084,True
voc2007_scan_item10+_23,azure_intelligence,Phase 1 (OCR),949,953,0.20671563483735572,0.3735632183908046,True
voc2007_scan_item10+_24,azure_intelligence,Phase 1 (OCR),948,953,0.20146904512067157,0.4114285714285714,True
voc2007_scan_item10+_25,azure_intelligence,Phase 1 (OCR),948,959,0.20020855057351408,0.40782122905027934,True
voc2007_scan_item10+_26,azure_intelligence,Phase 1 (OCR),917,936,0.22542735042735043,0.4,True
voc2007_scan_item10+_27,azure_intelligence,Phase 1 (OCR),926,920,0.2510869565217391,0.4269005847953216,True
voc2007_scan_item10+_28,azure_intelligence,Phase 1 (OCR),950,969,0.21671826625386997,0.39779005524861877,True
voc2007_scan_item10+_29,azure_intelligence,Phase 1 (OCR),918,936,0.22435897435897437,0.4034090909090909,True
voc2007_scan_item10+_3,azure_intelligence,Phase 1 (OCR),582,595,0.3176470588235294,0.5,True
voc2007_scan_item10+_30,azure_intelligence,Phase 1 (OCR),949,967,0.23578076525336092,0.3867403314917127,True
voc2007_scan_item10+_31,azure_intelligence,Phase 1 (OCR),950,964,0.23340248962655602,0.4388888888888889,True
voc2007_scan_item10+_32,azure_intelligence,Phase 1 (OCR),948,953,0.229800629590766,0.37209302325581395,True
voc2007_scan_item10+_33,azure_intelligence,Phase 1 (OCR),949,953,0.20566631689401887,0.3620689655172414,True
voc2007_scan_item10+_34,azure_intelligence,Phase 1 (OCR),947,969,0.24045407636738905,0.43010752688172044,True
voc2007_scan_item10+_35,azure_intelligence,Phase 1 (OCR),948,949,0.1928345626975764,0.3567251461988304,True
voc2007_scan_item10+_4,azure_intelligence,Phase 1 (OCR),583,589,0.35823429541595925,0.5045045045045045,True
voc2007_scan_item10+_5,azure_intelligence,Phase 1 (OCR),444,436,0.5091743119266054,0.7159090909090909,True
voc2007_scan_item10+_6,azure_intelligence,Phase 1 (OCR),583,606,0.3316831683168317,0.5083333333333333,True
voc2007_scan_item10+_7,azure_intelligence,Phase 1 (OCR),585,606,0.3481848184818482,0.5378151260504201,True
voc2007_scan_item10+_8,azure_intelligence,Phase 1 (OCR),457,458,0.462882096069869,0.6382978723404256,True
voc2007_scan_item10+_9,azure_intelligence,Phase 1 (OCR),583,597,0.3417085427135678,0.5517241379310345,True
voc2007_scan_item10-_1,azure_intelligence,Phase 1 (OCR),289,289,0.629757785467128,0.8,True
voc2007_scan_item10-_10,azure_intelligence,Phase 1 (OCR),293,294,0.5918367346938775,0.8181818181818182,True
voc2007_scan_item10-_11,azure_intelligence,Phase 1 (OCR),287,291,0.6048109965635738,0.7666666666666667,True
voc2007_scan_item10-_12,azure_intelligence,Phase 1 (OCR),453,460,0.40869565217391307,0.6235294117647059,True
voc2007_scan_item10-_13,azure_intelligence,Phase 1 (OCR),368,369,0.5474254742547425,0.7692307692307693,True
voc2007_scan_item10-_14,azure_intelligence,Phase 1 (OCR),313,314,0.5923566878980892,0.7833333333333333,True
voc2007_scan_item10-_15,azure_intelligence,Phase 1 (OCR),370,376,0.5132978723404256,0.6891891891891891,True
voc2007_scan_item10-_16,azure_intelligence,Phase 1 (OCR),406,409,0.4547677261613692,0.5853658536585366,True
voc2007_scan_item10-_17,azure_intelligence,Phase 1 (OCR),261,261,0.6704980842911877,0.7627118644067796,True
voc2007_scan_item10-_18,azure_intelligence,Phase 1 (OCR),368,368,0.6005434782608695,0.8125,True
voc2007_scan_item10-_19,azure_intelligence,Phase 1 (OCR),247,249,0.7068273092369478,0.9,True
voc2007_scan_item10-_2,azure_intelligence,Phase 1 (OCR),368,368,0.5597826086956522,0.828125,True
voc2007_scan_item10-_20,azure_intelligence,Phase 1 (OCR),453,459,0.46187363834422657,0.6666666666666666,True
voc2007_scan_item10-_21,azure_intelligence,Phase 1 (OCR),313,314,0.5955414012738853,0.8,True
voc2007_scan_item10-_22,azure_intelligence,Phase 1 (OCR),393,395,0.4708860759493671,0.5625,True
voc2007_scan_item10-_23,azure_intelligence,Phase 1 (OCR),373,375,0.49066666666666664,0.5540540540540541,True
voc2007_scan_item10-_24,azure_intelligence,Phase 1 (OCR),261,263,0.6653992395437263,0.6885245901639344,True
voc2007_scan_item10-_25,azure_intelligence,Phase 1 (OCR),260,257,0.6848249027237354,0.8214285714285714,True
voc2007_scan_item10-_26,azure_intelligence,Phase 1 (OCR),453,462,0.4090909090909091,0.5697674418604651,True
voc2007_scan_item10-_27,azure_intelligence,Phase 1 (OCR),368,368,0.5190217391304348,0.78125,True
voc2007_scan_item10-_28,azure_intelligence,Phase 1 (OCR),467,474,0.3860759493670886,0.6021505376344086,True
voc2007_scan_item10-_29,azure_intelligence,Phase 1 (OCR),369,374,0.5,0.6447368421052632,True
voc2007_scan_item10-_3,azure_intelligence,Phase 1 (OCR),405,415,0.4530120481927711,0.5795454545454546,True
voc2007_scan_item10-_30,azure_intelligence,Phase 1 (OCR),406,411,0.4233576642335766,0.5595238095238095,True
voc2007_scan_item10-_31,azure_intelligence,Phase 1 (OCR),312,312,0.5769230769230769,0.8620689655172413,True
voc2007_scan_item10-_32,azure_intelligence,Phase 1 (OCR),286,290,0.603448275862069,0.7166666666666667,True
voc2007_scan_item10-_33,azure_intelligence,Phase 1 (OCR),286,294,0.5952380952380952,0.6984126984126984,True
voc2007_scan_item10-_34,azure_intelligence,Phase 1 (OCR),313,312,0.6025641025641025,0.8620689655172413,True
voc2007_scan_item10-_35,azure_intelligence,Phase 1 (OCR),320,323,0.6501547987616099,0.8166666666666667,True
voc2007_scan_item10-_36,azure_intelligence,Phase 1 (OCR),440,450,0.4222222222222222,0.6162790697674418,True
voc2007_scan_item10-_37,azure_intelligence,Phase 1 (OCR),370,372,0.5,0.6575342465753424,True
voc2007_scan_item10-_38,azure_intelligence,Phase 1 (OCR),453,460,0.391304347826087,0.6162790697674418,True
voc2007_scan_item10-_39,azure_intelligence,Phase 1 (OCR),287,290,0.6137931034482759,0.7166666666666667,True
voc2007_scan_item10-_4,azure_intelligence,Phase 1 (OCR),456,468,0.4444444444444444,0.7191011235955056,True
voc2007_scan_item10-_40,azure_intelligence,Phase 1 (OCR),247,245,0.7183673469387755,0.9361702127659575,True
voc2007_scan_item10-_41,azure_intelligence,Phase 1 (OCR),288,289,0.5986159169550173,0.711864406779661,True
voc2007_scan_item10-_42,azure_intelligence,Phase 1 (OCR),287,290,0.596551724137931,0.7,True
voc2007_scan_item10-_43,azure_intelligence,Phase 1 (OCR),288,287,0.6097560975609756,0.7719298245614035,True
voc2007_scan_item10-_44,azure_intelligence,Phase 1 (OCR),440,453,0.41280353200883,0.625,True
voc2007_scan_item10-_45,azure_intelligence,Phase 1 (OCR),440,447,0.4004474272930649,0.5595238095238095,True
voc2007_scan_item10-_46,azure_intelligence,Phase 1 (OCR),237,235,0.7319148936170212,0.9130434782608695,True
voc2007_scan_item10-_47,azure_intelligence,Phase 1 (OCR),287,290,0.603448275862069,0.7377049180327869,True
voc2007_scan_item10-_48,azure_intelligence,Phase 1 (OCR),287,290,0.6448275862068965,0.7833333333333333,True
voc2007_scan_item10-_49,azure_intelligence,Phase 1 (OCR),241,241,0.7178423236514523,0.9361702127659575,True
voc2007_scan_item10-_5,azure_intelligence,Phase 1 (OCR),313,315,0.6253968253968254,0.7868852459016393,True
voc2007_scan_item10-_50,azure_intelligence,Phase 1 (OCR),287,294,0.5986394557823129,0.746031746031746,True
voc2007_scan_item10-_51,azure_intelligence,Phase 1 (OCR),369,370,0.5135135135135135,0.765625,True
voc2007_scan_item10-_52,azure_intelligence,Phase 1 (OCR),370,373,0.5093833780160858,0.684931506849315,True
voc2007_scan_item10-_53,azure_intelligence,Phase 1 (OCR),243,242,0.756198347107438,0.8333333333333334,True
voc2007_scan_item10-_54,azure_intelligence,Phase 1 (OCR),457,459,0.3899782135076253,0.6341463414634146,True
voc2007_scan_item10-_55,azure_intelligence,Phase 1 (OCR),372,374,0.5053475935828877,0.7014925373134329,True
voc2007_scan_item10-_56,azure_intelligence,Phase 1 (OCR),470,482,0.3879668049792531,0.5520833333333334,True
voc2007_scan_item10-_57,azure_intelligence,Phase 1 (OCR),409,411,0.4233576642335766,0.5542168674698795,True
voc2007_scan_item10-_58,azure_intelligence,Phase 1 (OCR),455,459,0.4095860566448802,0.5609756097560976,True
voc2007_scan_item10-_59,azure_intelligence,Phase 1 (OCR),368,371,0.5390835579514824,0.7575757575757576,True
voc2007_scan_item10-_6,azure_intelligence,Phase 1 (OCR),405,412,0.4563106796116505,0.5647058823529412,True
voc2007_scan_item10-_60,azure_intelligence,Phase 1 (OCR),313,313,0.6325878594249201,0.847457627118644,True
voc2007_scan_item10-_61,azure_intelligence,Phase 1 (OCR),405,408,0.4534313725490196,0.5853658536585366,True
voc2007_scan_item10-_62,azure_intelligence,Phase 1 (OCR),453,457,0.41575492341356673,0.5783132530120482,True
voc2007_scan_item10-_63,azure_intelligence,Phase 1 (OCR),370,370,0.5378378378378378,0.765625,True
voc2007_scan_item10-_64,azure_intelligence,Phase 1 (OCR),313,313,0.6038338658146964,0.847457627118644,True
voc2007_scan_item10-_65,azure_intelligence,Phase 1 (OCR),405,407,0.45454545454545453,0.5487804878048781,True
voc2007_scan_item10-_66,azure_intelligence,Phase 1 (OCR),453,459,0.3899782135076253,0.5882352941176471,True
voc2007_scan_item10-_67,azure_intelligence,Phase 1 (OCR),441,447,0.4161073825503356,0.5476190476190477,True
voc2007_scan_item10-_68,azure_intelligence,Phase 1 (OCR),453,459,0.4139433551198257,0.6190476190476191,True
voc2007_scan_item10-_69,azure_intelligence,Phase 1 (OCR),368,369,0.5420054200542005,0.7538461538461538,True
voc2007_scan_item10-_7,azure_intelligence,Phase 1 (OCR),287,285,0.6070175438596491,0.7857142857142857,True
voc2007_scan_item10-_70,azure_intelligence,Phase 1 (OCR),313,314,0.6305732484076433,0.8596491228070176,True
voc2007_scan_item10-_71,azure_intelligence,Phase 1 (OCR),406,412,0.5048543689320388,0.6024096385542169,True
voc2007_scan_item10-_72,azure_intelligence,Phase 1 (OCR),455,468,0.41239316239316237,0.6136363636363636,True
voc2007_scan_item10-_73,azure_intelligence,Phase 1 (OCR),368,369,0.5420054200542005,0.7538461538461538,True
voc2007_scan_item10-_74,azure_intelligence,Phase 1 (OCR),313,313,0.6325878594249201,0.847457627118644,True
voc2007_scan_item10-_75,azure_intelligence,Phase 1 (OCR),368,372,0.510752688172043,0.746268656716418,True
voc2007_scan_item10-_76,azure_intelligence,Phase 1 (OCR),313,312,0.6057692307692307,0.8620689655172413,True
voc2007_scan_item10-_77,azure_intelligence,Phase 1 (OCR),405,405,0.4246913580246914,0.5375,True
voc2007_scan_item10-_78,azure_intelligence,Phase 1 (OCR),453,463,0.408207343412527,0.6704545454545454,True
voc2007_scan_item10-_79,azure_intelligence,Phase 1 (OCR),260,261,0.685823754789272,0.7627118644067796,True
voc2007_scan_item10-_8,azure_intelligence,Phase 1 (OCR),454,465,0.4860215053763441,0.6511627906976745,True
voc2007_scan_item10-_80,azure_intelligence,Phase 1 (OCR),362,371,0.5202156334231806,0.6883116883116883,True
voc2007_scan_item10-_81,azure_intelligence,Phase 1 (OCR),287,286,0.6083916083916084,0.7719298245614035,True
voc2007_scan_item10-_82,azure_intelligence,Phase 1 (OCR),287,288,0.6354166666666666,0.7241379310344828,True
voc2007_scan_item10-_83,azure_intelligence,Phase 1 (OCR),244,246,0.7357723577235772,0.7647058823529411,True
voc2007_scan_item10-_84,azure_intelligence,Phase 1 (OCR),289,289,0.6193771626297578,0.8909090909090909,True
voc2007_scan_item10-_9,azure_intelligence,Phase 1 (OCR),368,368,0.5434782608695652,0.78125,True
voc2007_illu_item10+_D_1,mistral_document_ai,Phase 1 (OCR),617,1790,0.7623817473567056,2.369565217391304,True
voc2007_illu_item10+_D_2,mistral_document_ai,Phase 1 (OCR),505,1384,0.7658045977011494,2.5428571428571427,True
voc2007_illu_item10+_D_3,mistral_document_ai,Phase 1 (OCR),582,1232,0.6852409638554217,0.8176470588235294,True
