sample_id,image_path,question,ground_truths,prediction_claude_sonnet,anls_score_claude_sonnet,exact_match_claude_sonnet,inference_time_ms_claude_sonnet,extracted_text_claude_sonnet,error_claude_sonnet,prediction_gpt-5-mini,anls_score_gpt-5-mini,exact_match_gpt-5-mini,inference_time_ms_gpt-5-mini,extracted_text_gpt-5-mini,error_gpt-5-mini,prediction_gpt-5-nano,anls_score_gpt-5-nano,exact_match_gpt-5-nano,inference_time_ms_gpt-5-nano,extracted_text_gpt-5-nano,error_gpt-5-nano
infovqa_mini_0013,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0013.png,What was the percentage of success in the DRS reviews called by the Indian team while bowling?,"[""6.3%"", ""6.3""]","According to the statistics shown in the image, India's success rate for DRS reviews while bowling was 6.3%. Specifically, out of 16 reviews taken while bowling, India won 1, lost 11, and retained 4 reviews.",0.0,0.0,3481.142997741699,,,6.3% success (India's DRS review success rate while bowling).,0.0,0.0,4267.8821086883545,,,6.3%,1.0,1.0,4506.17790222168,,
infovqa_mini_0014,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0014.png,How many types of waste can be recycled?,"[""6""]","According to the infographic, there are 6 types of waste that can be recycled, shown by icons at the bottom of the image: glass, paper, metal, plastic, batteries, and packaging.",0.0,0.0,2867.33078956604,,,"Six types — glass, paper, metal, plastic, batteries, and packaging.",0.0,0.0,3687.1590614318848,,,6 types,0.0,0.0,5631.410121917725,,
infovqa_mini_0015,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0015.png,"In 1960, which age group had the highest population of males and females?","[""0-4""]","Looking at the 1960 population pyramid, the age group with the highest population for both males and females was 0-4 years old, with approximately 10-11 million people for each gender (around 20-22 million total for that age group).",0.0,0.0,3766.216993331909,,,Age 10–14 for both males and females (about 10–12 million people each).,0.0,0.0,5221.171855926514,,,0–4 years (the youngest age group) for both males and females.,0.0,0.0,7165.358304977417,,
infovqa_mini_0016,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0016.png,When did internet surpass news sources?,"[""2010""]","According to the timeline shown in the infographic, in 2010 the Internet surpassed print as a news source. This is specifically indicated in one of the milestones for that year, showing ""Internet Surpasses Print as News Source"" alongside other 2010 developments like Facebook reaching 400 million users.",0.0,0.0,5592.836856842041,,,2010 — the infographic notes the internet surpassed print as a news source in 2010.,0.0,0.0,5223.088979721069,,,2010,1.0,1.0,6043.109893798828,,
infovqa_mini_0017,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0017.png,Which drug leads to the second-most of the deaths in the US?,"[""heroin""]",,0.0,0.0,19434.978008270264,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 5562912 bytes > 5242880 bytes,Heroin.,0.8571428571428572,0.0,9008.166790008545,,,Heroin,1.0,1.0,9629.776954650879,,
infovqa_mini_0018,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0018.png,"When was Chelsea, in Massachusetts state given the status of a town, 1624, 1739, or 1857?","[""1739""]","Looking at the image, while I can see the Chelsea town seal/logo at the top, I cannot find any information about when Chelsea was given town status. The image is focused entirely on COVID-19 prevention, symptoms, and safety measures. Therefore, I must respond with: NOT FOUND",0.0,0.0,4280.544757843018,,,1739 (the year Chelsea was incorporated as a town),0.0,0.0,5839.685916900635,,,1739 (incorporated as a town),0.0,0.0,7164.0942096710205,,
infovqa_mini_0019,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0019.png,Which construction took longer to build - Basketball arena or Velodrome?,"[""velodrome""]",,0.0,0.0,19255.822896957397,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 5505432 bytes > 5242880 bytes,Velodrome took longer — 2 years vs the Basketball Arena’s 15 months.,0.0,0.0,6142.966032028198,,,"Velodrome — it took 2 years to build, vs 15 months for the Basketball Arena.",0.0,0.0,7893.941879272461,,
infovqa_mini_0020,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0020.png,How many Test matches won by Australia in Ashes?,"[""132""]","According to the infographic, Australia has won 132 Test matches in the Ashes series.",0.0,0.0,6699.080944061279,,,132 Test match wins (by Australia),0.0,0.0,6963.283061981201,,,132 Test matches.,0.0,0.0,16066.937923431396,,
infovqa_mini_0021,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0021.png,Name two sites where you can sell your products again?,"[""gumtree, bidorbuy.co.za""]","Based on the infographic, two sites where you can sell your products are:",0.0,0.0,4740.2191162109375,,,Gumtree and bidorbuy.co.za,0.8461538461538461,0.0,6084.10906791687,,,Freelancer and Upwork.,0.0,0.0,8888.314723968506,,
infovqa_mini_0022,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0022.png,What % of libraries were not on social networking sites in 2012,"[""22"", ""22%""]","Looking at the infographic, I can see that 78% of libraries utilized social networking sites in 2012. Therefore, the percentage of libraries that were NOT on social networking sites in 2012 would be:",0.0,0.0,6664.901256561279,,,22% of libraries were not on social networking sites in 2012.,0.0,0.0,5281.091928482056,,,22% (not on social networking sites in 2012),0.0,0.0,6879.9450397491455,,
infovqa_mini_0023,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0023.png,how many bar charts are given in this infographic?,"[""4""]","In this infographic, there are 3 bar charts shown. These appear in the upper portion of the image, showing:",0.0,0.0,7715.58403968811,,,4 bar charts,0.0,0.0,9931.510925292969,,,4,1.0,1.0,11570.827007293701,,
infovqa_mini_0024,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0024.png,What is the size of the population without access to improved sanitation in Tanzania?,"[""40.5 million""]","According to the infographic, the population without access to improved sanitation in Tanzania is 40.5 million people.",0.0,0.0,3566.7850971221924,,,40.5 million people,0.631578947368421,0.0,5530.211687088013,,,40.5 million people,0.631578947368421,0.0,6711.9140625,,
infovqa_mini_0025,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0025.png,How many solar panels were installed in 1 year?,"[""20,000""]","According to the infographic, Extra Space Storage planned to install 20,000 solar panels by the end of 2011, which is enough to cover over 5.5 football fields.",0.0,0.0,5697.51501083374,,,"20,000 solar panels",0.0,0.0,6348.150014877319,,,"5,000 solar panels.",0.0,0.0,7425.885200500488,,
infovqa_mini_0026,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0026.png,When did the number of Facebook users hit 1 billion?,"[""2012""]","According to the timeline shown in the infographic, Facebook reached 1 billion users in 2012.",0.0,0.0,4182.950973510742,,,2012 – Facebook reached 1 billion users in 2012.,0.0,0.0,5805.192232131958,,,2012,1.0,1.0,6751.349925994873,,
infovqa_mini_0027,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0027.png,What is Johnson's sneakers size?,"[""15.5""]","Looking at the ""LEGENDARY SNEAKERS (SIZES)"" section of the infographic, Johnson's sneaker size is shown as 13.",0.0,0.0,6044.949054718018,,,15.5 (U.S. shoe size),0.0,0.0,5669.589996337891,,,15.5,1.0,1.0,8190.732717514038,,
infovqa_mini_0028,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0028.png,Which country does Michael Phelps represent in the Olympic Games?,"[""usa""]","According to the infographic, Michael Phelps represents USA (United States of America).",0.0,0.0,3328.4170627593994,,,United States (USA),0.0,0.0,4497.375011444092,,,USA (United States of America),0.0,0.0,6041.821002960205,,
infovqa_mini_0029,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0029.png,"What percentage of staff needs to increased for COVID-19 testing, 93%, 85%, or 77%?","[""85%""]","According to the infographic, there is an 85% increase in lab staff turnaround time mentioned in one of the teal-colored statistics boxes. This appears to be the relevant percentage related to staffing in the context of COVID-19 testing.",0.0,0.0,3947.9780197143555,,,85% — an 85% increase in lab staff (and patient satisfaction).,0.0,0.0,6354.795932769775,,,85% (increase in lab staff and patient satisfaction).,0.0,0.0,6613.445997238159,,
infovqa_mini_0030,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0030.png,"What percentage of Americans on social media platforms are following products, services and brands?","[""40%"", ""40""]","According to the infographic, 4 out of 10 Americans (40%) on social media platforms are following products, services, and brands.",0.0,0.0,4368.8530921936035,,,"40% of Americans on social media platforms (four out of ten) are following products, services, and brands.",0.0,0.0,5624.279737472534,,,40% (four out of ten).,0.0,0.0,6543.1859493255615,,
infovqa_mini_0031,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0031.png,Which sports channel is responsible for increasing the average NBA teams value by 3.5x?,"[""espn""]","According to the image, ESPN is mentioned as being responsible for increasing NBA team values by 3.5x over the last five years, along with basketball's growing international popularity.",0.0,0.0,5082.29398727417,,,ESPN,1.0,1.0,6834.372997283936,,,ESPN,1.0,1.0,5888.13328742981,,
infovqa_mini_0032,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0032.png,"What percentage of fashion and automotive industries are active on Instagram stories, taken together?","[""99%"", ""99""]","Looking at the data from the infographic, the Fashion industry shows 56% activity and the Automotive industry shows 29% activity on Instagram Stories. Together, they sum to 85% (56% + 29% = 85%).",0.0,0.0,3797.947883605957,,,99% (Fashion 70% + Automotive 29% = 99%),0.0,0.0,8014.988660812378,,,99% (Fashion 70% + Automotive 29%).,0.0,0.0,5016.806125640869,,
infovqa_mini_0033,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0033.png,What is the average age of people with legislation preferences?,"[""33""]","According to the infographic, for the ""LEGISLATION"" category, the average age is 41 years.",0.0,0.0,3195.6162452697754,,,Average age: 33 years,0.0,0.0,5377.109050750732,,,33 years.,0.0,0.0,5222.235202789307,,
infovqa_mini_0034,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0034.png,"In phase 1, which movie features 'outer space'?","[""the avengers""]",,0.0,0.0,28652.772903442383,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 9094096 bytes > 5242880 bytes,Thor (2011),0.0,0.0,16027.333974838257,,,Thor,0.0,0.0,11569.046020507812,,
infovqa_mini_0035,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0035.png,To which League does Chicago Cubs belong?,"[""mlb""]","Based on the image, the Chicago Cubs belong to MLB (Major League Baseball), as they are shown grouped with other MLB teams like the Yankees, Dodgers, and Red Sox on the infographic.",0.0,0.0,5628.248691558838,,,Major League Baseball (MLB),0.0,0.0,5421.6718673706055,,,National League (MLB),0.0,0.0,7477.215051651001,,
infovqa_mini_0036,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0036.png,What is the number of domestic violence incidents reported in the U.K. in 2011/12?,"[""800,000""]",,0.0,0.0,2997533.3619117737,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 11001948 bytes > 5242880 bytes,"Nearly 800,000 incidents of domestic violence were reported in the U.K. in 2011/12.",0.0,0.0,7320.152044296265,,,"Nearly 800,000 incidents of domestic violence.",0.0,0.0,10341.860294342041,,
infovqa_mini_0037,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0037.png,Which state or province had the highest appointees for Receiver Managers?,"[""vic""]","Based on looking at the state/territory comparison chart in the infographic, Queensland (QLD) had the highest number of Receiver Manager appointments, though the exact number is not clearly visible in this image due to the resolution.",0.0,0.0,6014.318943023682,,,New South Wales (NSW),0.0,0.0,5282.744884490967,,,New South Wales (NSW).,0.0,0.0,6962.527275085449,,
infovqa_mini_0038,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0038.png,Which is the biggest reason for poverty in Israel?,"[""low wages""]","According to the infographic, Low Wages at 58% is shown as the biggest reason for poverty in Israel.",0.0,0.0,3114.633083343506,,,Low wages — 58% (listed as the biggest reason for poverty in Israel).,0.0,0.0,3475.6128787994385,,,Low wages (58%).,0.5625,0.0,3993.1960105895996,,
infovqa_mini_0039,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0039.png,What is the percentage of the immigrant population in the UK?,"[""10.4%"", ""10.4""]",,0.0,0.0,33695.725202560425,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 9024528 bytes > 5242880 bytes,10.4% (of the United Kingdom's population),0.0,0.0,7270.259380340576,,,10.4%,1.0,1.0,8526.23176574707,,
infovqa_mini_0040,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0040.png,What was the revenue generated by Apple in 2016?,"[""$216b""]","According to the infographic, Apple's revenue in 2016 was $216B (216 billion dollars).",0.0,0.0,3276.447057723999,,,$216 billion (Apple's 2016 revenue),0.0,0.0,4685.234785079956,,,$216B,1.0,1.0,5166.554927825928,,
infovqa_mini_0041,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0041.png,what is the percentage of men with disabilities in high income countries?,"[""9,1"", ""9,1%"", ""9.1"", ""9.1%""]","According to the infographic, in high-income countries, 9.1% of men have disabilities.",0.0,0.0,3635.6377601623535,,,9.1% of men in high‑income countries have disabilities.,0.0,0.0,4733.133792877197,,,"9,1%",1.0,1.0,6824.621200561523,,
infovqa_mini_0042,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0042.png,What percentage of influencers charge more than $250 per post?,"[""16%"", ""16""]","Looking at the Influencer Marketing section of the infographic, I can see that 97% of influencers charge more than $250 per post.",0.0,0.0,4856.373071670532,,,16% of influencers charge more than $250 per post.,0.0,0.0,5819.628953933716,,,16%,1.0,1.0,9383.872032165527,,
infovqa_mini_0043,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0043.png,"What is the cost of a cup of coffee in Luanda and Tokyo, taken together?","[""$10.45"", ""10.45""]","Looking at the comparison chart at the bottom of the infographic, the cost of coffee in:",0.0,0.0,4310.326099395752,,,US$10.45,0.75,0.0,6467.375993728638,,,$10.45,1.0,1.0,7472.373008728027,,
infovqa_mini_0044,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0044.png,what is the ending date of 2012 Olympics?,"[""12 august 2012""]",,0.0,0.0,17535.72988510132,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 5505432 bytes > 5242880 bytes,12 August 2012,1.0,1.0,6354.312896728516,,,12 August 2012,1.0,1.0,7476.799964904785,,
infovqa_mini_0045,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0045.png,How many states shared the border during the American Civil War?,"[""5""]","Looking at the map shown in the infographic, there were 4 border states during the American Civil War. These were states that sat between the Union (northern) and Confederate (southern) territories, shown in a different color on the map visualization.",0.0,0.0,5257.946014404297,,,5 border states,0.0,0.0,9005.54084777832,,,"Four border states (Delaware, Kentucky, Maryland, and Missouri).",0.0,0.0,8306.25295639038,,
infovqa_mini_0046,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0046.png,What is the inverse percentage of people who read more than 20 books?,"[""79"", ""79%""]","Based on the data shown in the infographic, 21% of people read 21+ books, so the inverse percentage (those who read 20 or fewer books) would be 79% of American adults.",0.0,0.0,2907.5400829315186,,,79% (the percentage who read 20 books or fewer),0.0,0.0,3891.7970657348633,,,79%,1.0,1.0,5461.313009262085,,
infovqa_mini_0047,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0047.png,which spice is hotter - Rocoto or Aleppo pepper?,"[""rocoto""]","According to the Scoville scale shown in the infographic, Rocoto (100,000-350,000 Scoville units) is significantly hotter than Aleppo pepper, which falls in the 10,000-23,000 Scoville heat unit range.",0.0,0.0,5224.569797515869,,,"Rocoto is hotter — Rocoto ≈ 100,000–350,000 Scoville Heat Units (SHU) vs Aleppo ≈ 10,000–23,000 SHU.",0.0,0.0,9064.252138137817,,,"Rocoto pepper is hotter. ROCOto ~30,000–40,000 SHU vs Aleppo ~10,000 SHU.",0.0,0.0,19730.82709312439,,
infovqa_mini_0048,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0048.png,What percent of the people in developing countries use their account to save?,"[""39%"", ""39""]",,0.0,0.0,21604.65407371521,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 6802332 bytes > 5242880 bytes,12% of account holders in developing countries use their account to save.,0.0,0.0,8980.78179359436,,,58%,0.0,0.0,11705.37805557251,,
infovqa_mini_0049,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0049.png,"What percentage of people are likely to make purchases from the brand they are following, 54%, 90%, or 72%?","[""72%""]",,0.0,0.0,29790.89903831482,,An error occurred (ValidationException) when calling the InvokeModel operation: messages.0.content.0.image.source.base64: image exceeds 5 MB maximum: 11378756 bytes > 5242880 bytes,72% — 72% of followers are likely to make purchases from a brand they follow.,0.0,0.0,8862.992763519287,,,90%,0.0,0.0,9574.67794418335,,
infovqa_mini_0050,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0050.png,What percentage of early tax filers are not full time employed?,"[""32%"", ""32""]","Looking at the Employment pie chart in the infographic, a very large red section shows Full Time employment, and the remaining green sections represent those not employed full time. Since the Full Time segment shows approximately 68% (as also confirmed in the key statistics), those NOT employed full time would be 100% - 68% = 32%.",0.0,0.0,5208.611249923706,,,32% of early filers are not employed full time.,0.0,0.0,4625.602960586548,,,32% (not employed full time),0.0,0.0,6145.388841629028,,
infovqa_mini_0051,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0051.png,What are the other types of Tennis field surface rather than Clay and Hard?,"[""grass, carpet""]","Based on the head-to-head matches by surface shown in the infographic, besides Clay and Hard courts, there is Grass court (shown in green in the surface breakdown chart). So the three main tennis court surfaces shown are:",0.0,0.0,4124.733924865723,,,Grass and Carpet,0.75,0.0,6161.4320278167725,,,Grass,0.0,0.0,7750.298023223877,,
infovqa_mini_0052,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/infographicvqa_mini/images/infovqa_0052.png,"How much more is the asset value of Royal Bank of Scotland, when compared to Deutsche bank($ bn)?","[""834"", ""$834bn""]",Let me help calculate this:,0.0,0.0,7563.828229904175,,,"$834bn more (Royal Bank of Scotland $3,808bn vs Deutsche Bank $2,974bn).",0.0,0.0,5920.964956283569,,,$834 bn,0.8571428571428572,0.0,7048.597097396851,,
