sample_id,image_path,dataset,language,ground_truth,donut_prediction,donut_prompt,donut_inference_time_ms,donut_tokens_used,donut_error,donut_timestamp,azure_intelligence_prediction,azure_intelligence_prompt,azure_intelligence_inference_time_ms,azure_intelligence_tokens_used,azure_intelligence_error,azure_intelligence_timestamp,mistral_document_ai_prediction,mistral_document_ai_prompt,mistral_document_ai_inference_time_ms,mistral_document_ai_tokens_used,mistral_document_ai_error,mistral_document_ai_timestamp
中国驰名商标
长白山
世界三大天然优质水源地之一
联合国人与生物圈自然保护区
泉阳泉
国际饮水组织示范水源
中国长白山矿泉水加工区
企业通过
ISO9001国际质量管理体系认证
ISO14001国际环境管理体系认证
HACCP食品安全管理体系认证
陈云夫人、著名营养学家于若木
曾为泉阳泉题词:
“长白山第一甘泉”",,2602.792978286743,,,2025-12-23T22:24:07.111725,"# 中国驰名商标

长白山
世界三大天然优质水源地之一
联合国人与生物圈自然保护区

泉阳泉
国际饮水组织示范水源
中国长白山矿泉水加工区

企业通过
ISO9001国际质量管理体系认证
ISO14001国际环境管理体系认证
HACCP食品安全管理体系认证

陈云夫人、著名营养学家于若木
曾为泉阳泉题词：
“长白山第一甘泉”",,1884.8059177398682,,,2025-12-24T17:18:34.782224
icdar_tr_img_03241,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03241.jpg,ICDAR_mini,"Chinese, Latin","國際會議大酒店
HOTEL
CONFERENCE
RNATIONAL
热烈祝贺全国检察机关案件管理工作推进会隆重召开!",<s_menu><s_nm> RNATIONAL CONFERENCE HOTEL</s_total>,,1050511.421918869,,,2025-12-24T15:38:43.775187,"國際會
義大酒
RNATIONAL CONFERENCE HOTEL
热烈祝贺全国检察机关案件管理工作推进会隆重召开!",,2564.4428730010986,,,2025-12-23T22:12:26.596087,"# 购修育养成大师

## RATIONAL CONFERENCE HOTEL

热烈祝贺全国检察机关案件管理工作推进会隆重召开！",,1691.9360160827637,,,2025-12-24T17:10:40.467518
icdar_tr_img_03286,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03286.jpg,ICDAR_mini,Chinese,"三门峡西站
严禁携带易燃、易爆、危险品进站上车!
加强环境保护走可持续发展道路",<s_menu><s_nm> SUS,,470.32809257507324,,,2025-12-24T14:49:38.207397,"AU
A
严禁携带易燃、易爆、危险品进站上车!
加强环境保护走可持续发展道路
N",,2532.481908798218,,,2025-12-23T22:11:23.927693,"![img-0.jpeg](img-0.jpeg)

# 2014",,1640.955924987793,,,2025-12-24T17:09:57.100649
icdar_tr_img_03291,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03291.jpg,ICDAR_mini,"Chinese, Latin","全国重点文物保护单位
十三陵-长陵
中华人民共和国国务院
一九六一年三月四日公布
北京市文物事业管理局一九八一年七月立
入口
Entrance
出口
Exit",<s_menu><s_nm> + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + +,,1958735.9590530396,,,2025-12-24T14:49:35.347494,"全国重点文物保护单位
十三陵-长陵
中华人民共和国国务院
一九六一年三月四日公布
北京市文物事业管理局一九八一年七月立。
入口
Entrance
出口
Exit",,2619.71116065979,,,2025-12-23T22:11:00.122146,"全国重点文物保护单位

# 十三陵-长陵

中华人民共和国国务院
一九六一年三月四日公布
北京市文物事业管理局一九八一年七月立

![img-0.jpeg](img-0.jpeg)",,1848.1111526489258,,,2025-12-24T17:09:41.236662
icdar_tr_img_03306,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03306.jpg,ICDAR_mini,"Chinese, Latin","吧
网
WC",<s_menu><s_nm>,,913385.9531879425,,,2025-12-24T15:21:08.604595,"吧
-
网
WC",,2453.9403915405273,,,2025-12-23T22:12:00.220231,# ![img-0.jpeg](img-0.jpeg),,1269.9248790740967,,,2025-12-24T17:10:21.572760
icdar_tr_img_03314,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03314.jpg,ICDAR_mini,Chinese,天津南站,<s_menu><s_nm> 其羋 堉,,464.76197242736816,,,2025-12-24T15:38:47.317774,天 津 南站,,2465.3608798980713,,,2025-12-23T22:12:47.745009,"![img-0.jpeg](img-0.jpeg)
天津市",,1068.897008895874,,,2025-12-24T17:10:53.773856
icdar_tr_img_03316,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03316.jpg,ICDAR_mini,"Mixed, Chinese, Latin","华尔街英语
ENGLISH
WALL
STREET
1972
ANNIVERSARY
2012
40
th
40085
40085
中关村广场购物中心B1层A区",<s_menu><s_nm> WALL STREET ENGLISH</s_nm><s_num> 40mAhANNIVERSARY</s_nm><s_num> 40mAhmas<s_num> 40085</s_num><s_price> 2012</s_price></s_menu><s_total><s_total_price> 40085</s_total_price><s_creditcardprice> 40085</s_creditcardprice></s_total>,,745.5379962921143,,,2025-12-24T15:53:38.511143,"街
尔
英
华
语
WALL STREET ENGLISH
1972
40 th ANNIVERSARY
2012
40085 40085
中关村广场购物中心B1层A区",,2755.246877670288,,,2025-12-23T22:23:54.787140,"![img-0.jpeg](img-0.jpeg)

# 40085 40085

中央财产预算物中心B1总A区",,2949.5182037353516,,,2025-12-24T17:18:24.439147
icdar_tr_img_03320,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03320.jpg,ICDAR_mini,"Chinese, Latin","跆拳道馆
成人跆拳道198元
道服
(5折)
中关村文化体育中心
P
Zhongguancun
Culture
Sports
and
Center",<s_menu><s_nm>,,450.38318634033203,,,2025-12-24T15:38:44.225671,"跆
拳
道
馆
成人跆拳道198元
道服
(5折)
P
中关村文化体育中心
Zhongguancun Culture and Sports Center
II",,4858.268976211548,,,2025-12-23T22:12:31.454499,"![img-0.jpeg](img-0.jpeg)

# 关爱文化体育中心 

Chongguanqun Culture and Sports Center",,2796.555995941162,,,2025-12-24T17:10:43.264215
icdar_tr_img_03342,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03342.jpg,ICDAR_mini,Chinese,"东风日产
你快!
你走先...",<s_menu><s_nm>,,427.8829097747803,,,2025-12-24T14:01:43.312469,"东风日产
你快!
你老先 ···",,2495.5878257751465,,,2025-12-23T22:10:19.396609,"![img-0.jpeg](img-0.jpeg)

# ![img-1.jpeg](img-1.jpeg)

![img-2.jpeg](img-2.jpeg)

![img-3.jpeg](img-3.jpeg)

![img-4.jpeg](img-4.jpeg)

![img-5.jpeg](img-5.jpeg)",,1744.736909866333,,,2025-12-24T17:09:14.706775
icdar_tr_img_03369,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03369.jpg,ICDAR_mini,"Chinese, Latin","移动智能报警平台
CASIA
中国科学院自动化研究所",<s_menu><s_nm> 憨 肖 报 警 平 合 શક્ય不然不然争议但我觉得 早就就知道所以我不知道今天我觉得 早就就知道,,642.1592235565186,,,2025-12-24T15:38:45.338788,"移动智能报警平台
CASIA
中国科学院自动化研究所",,2573.2369422912598,,,2025-12-23T22:12:36.489638,"![img-0.jpeg](img-0.jpeg)

中国科学院自动化研究所",,2227.940797805786,,,2025-12-24T17:10:46.903111
icdar_tr_img_03371,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03371.jpg,ICDAR_mini,"Chinese, Latin","让城市更繁华
万达广场
让生活更美好
万达广场
Plaza
Wanda
make
the
prosperou
city
more
Plaza
Wanda
Better
Life
万达广场
WANDA
PLAZA",<s_menu><s_nm> MANDA PLAZA</s_nm><s_menuqty_cnt> 1</s_menuqty_cnt></s_total>,,533.3898067474365,,,2025-12-24T15:05:52.172681,"万达广场 让城市更繁华
万达广场 让生活更美好
Wanda Plaza
make the city more prosperau
Wanda Haza
Better Life
万达广场
WANDA PLAZA",,2584.7041606903076,,,2025-12-23T22:11:46.275525,"![img-0.jpeg](img-0.jpeg)

万达广场 让城市更繁华
万达广场 让生活更美好
Wanda Plaza
make the city more prosperous
Wanda Plaza
""Better Life
(1)万达广场 WANDA PLZEA",,3300.696849822998,,,2025-12-24T17:10:13.008460
icdar_tr_img_03444,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03444.jpg,ICDAR_mini,"Chinese, Latin","北京市乡村民俗旅游户
HOUSEHOLD
TOURISM
RURAL
BEIJING
颁布
北京市乡村民俗旅游户等级评定委员会
HOUSEHOLD
TOURISM
RURAL
BEIJING
BY
ISSUED
COMMISSION
RATING
NO:MTG-0131",<s_menu><s_nm> BEIJING RORALTOURISM HOUSEHOLD,,597.445011138916,,,2025-12-24T14:01:43.910011,"E
北京市乡村民俗旅游户
BEIJING RURAL TOURISM HOUSEHOLD
北京市乡村民俗旅游户等级评定委员会
颁布
ISSUED BY BEIJING RURAL TOURISM HOUSEHOLD
RATING COMMISSION
NO:MTG-0131",,2617.050886154175,,,2025-12-23T22:10:22.014034,"# 北京市乡村民俗旅游户 <br> BEIJING RURAL TOURISM HOUSEHOLD 

## 北京市乡村民俗旅游户等级评定委员会 顾布 ISSUED BY BEIJING RURAL TOURISM HOUSEHOLD RATING COMMISSION

NO:MTG-0131",,2817.58189201355,,,2025-12-24T17:09:17.524701
icdar_tr_img_03445,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03445.jpg,ICDAR_mini,"Chinese, Latin","水深危险
Water
Cautionl
Deep",<s_menu><s_nm> Caution Deep Water</s_nm></s_total>,,523.1838226318359,,,2025-12-24T14:01:44.433291,"水深危险
Cautionl Deep Water",,2707.4198722839355,,,2025-12-23T22:10:24.721925,"水深危险
Caution! Deep Water",,2546.9319820404053,,,2025-12-24T17:09:20.071817
icdar_tr_img_03463,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03463.jpg,ICDAR_mini,"Mixed, None, Chinese, Latin","潮江春港式餐厅
潮江春
您身边的港式餐厅
下午茶优惠套餐
港式云吞面
¥22
冻饮/热饮
###
###
香煎糯米鸡
¥22
###
###
冻饮/热饮+水果沙拉
XO酱煎萝卜糕
¥22
冻饮/热饮+水果沙拉
广式生煎包
¥22
冻饮/热饮+水果沙拉
广式炸春卷
¥22
冻饮/热饮+水果沙拉
¥22
广式煎饺
冻饮/热饮+水果沙拉
注:以上套餐任选一款",<s_menu><s_nm> 下午茶优惠套餐 洗衣店舍面</s_nm><s_price> 22</s_price><sep/><s_nm> XOキッチン餐廳餐廳餐廳 XOキッチン餐廳餐廳餐廳 YOUK 22</s_nm><s_price> 22</s_price></s_menu><s_total><s_total_price> 22</s_total_price></s_total>,,768.2678699493408,,,2025-12-24T15:53:25.652614,"潮江春
潮江春港式餐厅
您身边的港式餐厅
下午茶优惠套餐
港式云吞面
¥22
冻饮/热饮
香煎糯米鸡
¥22
冻饮/热饮+水果沙拉
XO酱煎萝卜糕
¥22
冻饮/热饮+水果沙拉
广式生煎包
¥22
冻饮/热饮+水果沙拉
广式炸春卷
¥22
冻饮/热饮+水果沙拉
广式煎饺
¥22
冻饮/热饮+水果沙拉
注:以上套餐任选一款
TOGETH
S",,2621.068000793457,,,2025-12-23T22:23:28.678630,"# 浙江客流式医疗
# 浙江春 您身边的方式医疗

## 下午茶优惠套餐

港式云吞面 ¥22
冻饮/热饮

香煎榴水鸡 ¥22
冻饮/热饮+水果沙拉

XO普前萝卜糕 ¥22
冻饮/热饮+水果沙拉

广式生煎包 ¥22
冻饮/热饮+水果沙拉

广式炸青卷 ¥22
冻饮/热饮+水果沙拉

广式煎饺 ¥22
冻饮/热饮+水果沙拉

注：以上套餐任选一款",,1752.9263496398926,,,2025-12-24T17:18:01.524245
icdar_tr_img_03464,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03464.jpg,ICDAR_mini,"Mixed, Chinese","四世同堂
四世同堂
四世同堂(魏公村店)
排号码:中桌B5
需等4桌
人数:4
到号提醒,扫一扫
四世同堂","<s_menu><s_nm> REPORT(REME)</s_nm><s_num> ## 438, 4+41.85</s_num><s_price> Rp.4</s_menuqty_cnt></s_total>",,726.1312007904053,,,2025-12-24T15:54:10.520225,"四世同堂(魏公村店)
排号码:中桌B5
人数:4 需等4桌
到号提醒,扫一扫
利世同堂",,4065.9117698669434,,,2025-12-23T22:25:05.741775,"^{}[] 四世河堂（龍公村店）
^{}[] 排号码：中桌85
^{}[] 人数：4 需等4免
^{}[] 到号提醒，扫一扫

![img-0.jpeg](img-0.jpeg)",,2709.376096725464,,,2025-12-24T17:19:28.963013
icdar_tr_img_03487,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03487.jpg,ICDAR_mini,"Mixed, Chinese, Latin","ECMall欧美汇
VANS经典款
购物中心
R
VANS
CLASSIC.",<s_menu><s_nm> VANS,,487.22100257873535,,,2025-12-24T15:54:12.987927,"ECMall 欧美汇
购物中心
VANS
VANS经典款
CLASSIC.",,2577.2228240966797,,,2025-12-23T22:25:16.951964,# VANSBERG CLASSIC.,,2273.29683303833,,,2025-12-24T17:19:38.246873
icdar_tr_img_03524,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03524.jpg,ICDAR_mini,Chinese,"寧夏博物館
麒麟献瑞",<s_menu><s_nm> SUS,,477.1139621734619,,,2025-12-24T14:49:38.684605,"寧夏博物館
麒麟献瑞",,2660.637140274048,,,2025-12-23T22:11:26.588740,"![img-0.jpeg](img-0.jpeg)
$100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",,3171.085834503174,,,2025-12-24T17:10:00.272068
icdar_tr_img_03527,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03527.jpg,ICDAR_mini,"Chinese, Latin","航空保险
航空保险
INSURANCE
AVIATION
INSURANCE
AVIATION
21",<s_menu><s_nm> AVIATION INSURANCE</s_nm><s_price> INSURANCE</s_price></s_menu>,,563.8341903686523,,,2025-12-24T15:21:10.337712,"航空保险
AVIATION INSURANCE
航空保险
AVIATION INSURANCE
21",,2536.8428230285645,,,2025-12-23T22:12:07.740928,"航空保险
AVIATION INSURANCE

航空保险
AVIATION INSURANCE

21",,2137.4378204345703,,,2025-12-24T17:10:26.480729
icdar_tr_img_03529,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03529.jpg,ICDAR_mini,Chinese,"新疆理化技术研究所
中國科学院",<s_menu><s_nm>,,568.4731006622314,,,2025-12-24T14:16:56.173046,"中国科学院
新疆理化技术研究所
2",,2613.8429641723633,,,2025-12-23T22:10:54.933581,# ![img-0.jpeg](img-0.jpeg),,2355.354070663452,,,2025-12-24T17:09:38.054161
icdar_tr_img_03573,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03573.jpg,ICDAR_mini,"Symbols, Chinese, Latin","!
注意安全
CAUTION!",<s_menu><s_nm> 注意安全 CAUTION!</s_nm></s_total>,,495.1789379119873,,,2025-12-24T15:38:45.834058,"!
注意安全
CAUTION!",,2462.3379707336426,,,2025-12-23T22:12:38.952378,"![img-0.jpeg](img-0.jpeg)

# 注意安全 CAUTION!",,1644.8278427124023,,,2025-12-24T17:10:48.548212
icdar_tr_img_03591,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03591.jpg,ICDAR_mini,"Mixed, Chinese","八達嶺國家森林公園
香约林
丁香素雅洁净、香馥醉人,是爱情和幸福的象征,被人
们誉为“爱情之花”、“幸福之树”。寻香成缘,因香而约;
香沁心脾,香融爱意。相约此林,沐浴香情。
海拔:815米
距景区入口:650米
公园热线:81181458
网址:www.bdlfp.com","<s_menu><s_nm> J"" , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,",,6840.20209312439,,,2025-12-24T15:53:58.564472,"八達嶺國家森林公園
香约林
丁香素雅洁净、香馥醉人,是爱情和幸福的象征,被人
们誉为“爱情之花”、“幸福之树”。寻香成缘,因香而约;
香火心脾,香融爱意。相约此林,沐浴香情。
海拔:815 米
公园热线:81181458
距景区入口:650 米
网址:www.bdlfp.com",,2679.5148849487305,,,2025-12-23T22:24:34.235734,"# 八達嶺图案森林公園 

## 香的林

丁香素雅洁净，香极醉人，是爱情和幸福的象征，被人
口誉为""爱情之花""，""幸福之村""。容香成绛，因香而约；香沉心脾，香融爱意。相约此林，沐浴香情。

海拨： 815 米
公园热线：81181458
距景区入口：650米
网址：www.bdlfp.com",,3174.7140884399414,,,2025-12-24T17:19:10.171667
icdar_tr_img_03638,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03638.jpg,ICDAR_mini,"Chinese, Latin","东贸装饰材料
###
300m
###",<s_menu><s_nm>,,415.91501235961914,,,2025-12-24T15:21:12.312245,"东贸装饰材料
300m
全",,2468.899965286255,,,2025-12-23T22:12:18.881676,"# 依照進出方案

![img-0.jpeg](img-0.jpeg)

![img-1.jpeg](img-1.jpeg)",,1010.2529525756836,,,2025-12-24T17:10:33.249121
icdar_tr_img_03642,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03642.jpg,ICDAR_mini,"Chinese, Latin","公共卫生间
Toilet
Public",<s_menu><s_nm>,,494.6401119232178,,,2025-12-24T14:49:35.842288,"公共卫生间
Public Toilet",,2582.2768211364746,,,2025-12-23T22:11:02.704691,"![img-0.jpeg](img-0.jpeg)

公共卫生间
Public Toilet",,2654.2458534240723,,,2025-12-24T17:09:43.891222
icdar_tr_img_03645,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03645.jpg,ICDAR_mini,"Mixed, Chinese, Latin","爱HIFI家庭影院网
北京鸟巢体验中心
3
E",<s_menu><s_nm> FK庭診所<s_creditcardprice><s_nm> 百貨條款中加強,,551.4311790466309,,,2025-12-24T15:21:11.896239,"爱HIFI家庭影院网
北京鸟巢体验中心
E",,3676.2712001800537,,,2025-12-23T22:12:16.412203,"# 釜HIFI家庭影院网

北京鸟巢体验中心

![img-0.jpeg](img-0.jpeg)",,1530.5137634277344,,,2025-12-24T17:10:32.238383
icdar_tr_img_03655,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03655.jpg,ICDAR_mini,"Chinese, Latin","中国电信
CHINA
TELECOM
装宽带
sc.ct10000.com
打10000
尽享服务
专业帮助
保护通信设施
人人有责",<s_menu><s_nm> #T10000</s_cashprice></s_total>,,503.4759044647217,,,2025-12-24T15:21:09.773778,"中国电信
CHINA TELECOM
sc.ct10000.com
专业帮助 尽享服务
装宽带
打10000
保护通信设施
人人有责",,2528.334140777588,,,2025-12-23T22:12:05.203808,"^{}[] 中川电信
^{}[] CHINA TELECOM

sc.ct10000.com

专业帮助 尽享服务

装宽带
打10000

保护通信设施 人人有责

![img-0.jpeg](img-0.jpeg)

![img-1.jpeg](img-1.jpeg)",,1641.7207717895508,,,2025-12-24T17:10:24.342975
icdar_tr_img_03656,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03656.jpg,ICDAR_mini,"Chinese, Latin","南海
DUTY
FREE
SHOP",<s_menu><s_nm> SHO,,484.4820499420166,,,2025-12-24T15:21:12.796820,ER YN DUTY FREE SHOP,,2578.8049697875977,,,2025-12-23T22:12:21.461003,"![img-0.jpeg](img-0.jpeg)
$\square$",,3278.4929275512695,,,2025-12-24T17:10:36.527950
