sample_id,image_path,printed_image_path,dataset,ground_truth,gpt-5-mini_prediction,gpt-5-mini_prompt,gpt-5-mini_ground_truth_inference_time_ms,gpt-5-mini_prediction_inference_time_ms,gpt-5-mini_tokens_used,gpt-5-mini_ground_truth_error,gpt-5-mini_prediction_error,gpt-5-mini_timestamp,gpt-5-nano_prediction,gpt-5-nano_prompt,gpt-5-nano_ground_truth_inference_time_ms,gpt-5-nano_prediction_inference_time_ms,gpt-5-nano_tokens_used,gpt-5-nano_ground_truth_error,gpt-5-nano_prediction_error,gpt-5-nano_timestamp
iam_060_a04-035,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_060_a04-035/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_060_a04-035/printed.png,IAM_mini,"""Thinking over the results of the Vienna meeting, peace-loving people will say 'a good beginning.'"" Mr. Krushchov remained at the airport to join President Brezhnev in welcoming Dr. Sukarno, President and Prime Minister of Indonesia, who arrived by Boeing 707 jet on a state visit 40 minutes after Mr. Khrushchov had arrived from Vienna. A cheering, delighted crowd of Indonesian students broke through crash barriers to surround their President on the tarmac for several minutes, chanting his name and waving flowers.","""Thinking over the results of the Vienna
meeting, peace-loving people will say 'a
good beginning.' Mr. Khrushchev remained at the
airport to join President Brezhnev in welcoming
Dr. Sukarno, President and Prime Minister of
Indonesia, who arrived by Boeing 707 jet on a
state visit 40 minutes after Mr. Khrushchev had
arrived from Vienna. A cheering, delighted crowd
of Indonesian students broke through crash barriers
to surround their President on the tarmac for","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",8214.758157730103,14523.93102645874,,,,2025-12-30T23:53:26.893767,"""Thinking over the results of the Vienna
meeting, peace-loving people will say 'a
good beginning.' Mr. Khrushchev remained at the
airport to join President Brezhnev in welcoming
Dr. Sukarno, President and Prime Minister of
Indonesia, who arrived by Boeing 707 jet on a
state visit 40 minutes after Mr. Khrushchev had
arrived from Vienna. a cheering, delighted crowd
of Indonesian students broke through arch barriers
to surround their President on the tarmac for""","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",12272.745132446289,23126.677989959717,,,,2025-12-31T07:15:40.753006
iam_060_a04-039,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_060_a04-039/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_060_a04-039/printed.png,IAM_mini,"In VIENNA, before flying off to Moscow, Mr. Khrushchov said he hoped his weekend talks with President Kennedy would help ""to establish an enduring peace between nations."" Replying to a farewell speech from Austrian President Schaerf, the Soviet Premier thanked Austria for the hospitality and welcome he had received. ""The Soviet Union has always striven and is striving to safeguard an enduring peace for the peoples, to secure an early solution of the disarmament problem, and to bring about a peaceful settlement of international disputes through negotiations,"" he said.","In Vienna, before flying off to Moscow,
Mr. Khrushchov said he hoped his weekend
talks with President Kennedy would help to
establish an enduring peace between nations.""

Replying to a farewell speech from Austrian President
Schaerd, the Soviet Premier thanked Austria for
the hospitality and welcome he had received.

""The Soviet Union has always striven and is
striving to safeguard an enduring peace for
the peoples, to secure an early solution of the","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",7266.404151916504,18854.98595237732,,,,2025-12-31T02:23:41.528871,,"Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",13405.176162719727,24884.963035583496,,,,2025-12-31T11:59:25.006323
iam_061_a04-047,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_061_a04-047/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_061_a04-047/printed.png,IAM_mini,"Addressing the annual congress of the National Union of General and Municipal Workers, he said he felt sure the Labour movement was coming round in support of his views. Obviously conscious of the fierce and widespread resentment over the U.S. Polaris base in Britain, Mr. Gaitskell said that he even noticed that supporters of unilateral nuclear disarmament were changing their tactics by switching most of their emphasis on to the missile.","Addressing the annual congress of the National Union
of General and Municipal Workers, he said he felt
sure the Labour movement was coming round in
support of his views. Obviously conscious of the fierce and
wide spread resentment over the U.S. Polaris base in
Britain, Mr. Gaitskell said that he even noticed that
supporters of unilateral nuclear disarmament were changing
their tactics by switching most of their emphasis on
to the missile.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6021.982192993164,11164.239883422852,,,,2025-12-31T00:53:47.881729,"Addressing the annual congress of the National Union
of General and Principal Workers, he said he felt
sure the Labour movement was coming round in
support of his views. Clearly conscious of the fierce and
wide spread resentment over the U.S. Polaris base in
Britain, Mr. Gaitskell said that he even noticed that
supporters of unilateral nuclear disarmament were changing
their tactics by switching most of their emphasis on
to the missile.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6429.1839599609375,16589.56527709961,,,,2025-12-31T08:37:51.779623
iam_061_a04-050,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_061_a04-050/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_061_a04-050/printed.png,IAM_mini,"Mr. Gaitskell said that a member of an alliance could not deny facilities to nations to which it was allied. But governments should be free to negotiate and refuse proposals with which they did not agree. The Labour Party opposed Thor missiles, because, he said, they were out of date and vulnerable and would attract enemy action.","Mr Gaitskell said that a member of an alliance could
not deny facilities to nations to which it was
allied. But governments should be free to negotiate
and refuse proposals with which they did not
agree. The Labour Party opposed Thor missiles, because,
he said, they were out of date and vulnerable and
would attract enemy action.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",5218.4789180755615,9830.489158630371,,,,2025-12-31T00:00:31.749309,"Mr Geitkell said that a number of an alliance could
not deny facilities to nations to which it was
allied. But governments should be free to negotiate
and refuse proposals with which they did not
agree. The Labour Party offered Thor missiles, because
he said, they were out of date and vulnerable and
would attract enemy action.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",7467.118978500366,22012.3348236084,,,,2025-12-31T07:25:52.603335
iam_061_a04-059,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_061_a04-059/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_061_a04-059/printed.png,IAM_mini,"The party agreed that it was unwise to locate the base in the Holy Loch, only 30 miles from Glasgow, a city with two million people. It should be sited in a more remote area. Mr. Gaitskell added that the Scarborough conference decisions did not, in his view, truly reflect the opinions of the majority of party members and still less the party’s supporters in the country.","The party agreed that it was unwise to locate the base
in the Holy Loch, only 30 miles from Glasgow, a
city with two million people. It should be sited
in a more remote area. Mr. Gaitskell added that
the Scarborough conference decisions did not, in this
view, truly reflect the opinions of the majority
of party members and still less the party's
supporters in the country.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",4672.271013259888,8660.964012145996,,,,2025-12-31T01:35:24.735481,"The party agreed that it was unwise to locate the base
in the Holy Loch, only 30 miles from Glasgow, a
city with two million people. It should be set
in a more remote area. Mr. Gaitskell added that
the Scarborough conference decisions did not, in this
view, truly reflect the opinions of the majority
of party members and still lose the party's
supporters in the country.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6610.758066177368,18869.41909790039,,,,2025-12-31T09:38:30.472460
iam_062_a04-069,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_062_a04-069/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_062_a04-069/printed.png,IAM_mini,"To Mr. Macmillan, Mr. Gaitskell said the Prime Minister should begin to take seriously the danger of the spread of nuclear weapons within the Nato alliance. ""Let us say to Macmillan that he should press, I hope with the agreement of Kennedy, in talks with the Soviet Union, for the establishment in central Europe of a zone of controlled disarmament.""","To Mr. Macmillan, Mr. Gaitskell said the
Prime Minister should begin to take
seriously the danger of the spread of nuclear
weapons within the nato alliance. ""Let us say
to Macmillan that he should press, I hope
with the agreement of Kennedy, in
talks with the soviet union, for the establishment
in central Europe of a zone of controlled
disarmament.""","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",7782.204151153564,11240.946292877197,,,,2025-12-31T01:37:28.903767,"To Mr. Neumuller, Mr. Cotsbell said the
Prime Minister should begin to take
seriously the danger of the spread of nuclear
weapons within the NATO alliance. ""Let us say
to Neumuller that he should press, I hope
with the agreement of Kennedy, in
talks with the Soviet Union, for the establishment
in central Europe of a zone of controlled
disarmament.""","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6448.338985443115,21302.294969558716,,,,2025-12-31T09:41:16.175506
iam_063_a04-089,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_063_a04-089/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_063_a04-089/printed.png,IAM_mini,"Earl Russell, President of the Committee of 100, told Kennedy that he should take notice of ""that very large and growing section which is opposed to the establishment of a Polaris base, whether at Holy Loch or elsewhere on British territory."" He pointed out that already there have been protests but that ""very much larger protests are to be expected and are being planned.""","Earl Russell, President of the Committee
of 100, told Kennedy that he should
take notice of, that very large and
growing section which is opposed to
the establishment of a Polaris base,
whether at Holy Loch or elsewhere on
British territory."" He pointed out that
already there have been protests but
that, very much larger protests are to
be expected and are being planned.""","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",5171.730995178223,12763.856172561646,,,,2025-12-31T01:10:37.052748,"Earl Russell, President of the Committee
of 100, told Kennedy that he should
take notice of, that very large and
growing section which is opposed to
the establishment of a Polaris base,
whether at Holy Loch or elsewhere on
British territory."" He pointed out that
already there have been protests but
that, very much larger protests are to
be expected and are being planned.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",9584.289073944092,16118.93892288208,,,,2025-12-31T09:02:29.936392
iam_066_a06-000,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_066_a06-000/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_066_a06-000/printed.png,IAM_mini,"MR SELWYN LLOYD may speed up his plans to catch speculators in shares and property. The first hint of the Chancellor bowing to public opinion over his ""July Budget"" came dramatically in the Commons yesterday. Mr. Lloyd said on Tuesday that he proposed to deal in his next regular Budget with some profits which now escape tax.","Mr Selwyn Lloyd may speed up his plans
to catch speculators in shares and property.
The first hint of the Chancellor bowing to
public opinion over his ""July Budget"" came
dramatically in the Commons yesterday. Mr
Lloyd said on Tuesday that he proposed
to deal in his next regular Budget with
some profits which now escape tax.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",5398.397922515869,11505.995035171509,,,,2025-12-30T23:50:41.726711,"Mr Selwyn Loyd may speed up his plans
to catch spectaculars in shares and property.
The first hint of the Chancellor bowing to
public opinion over his ""July Budget"" came
dramatically in the Commons yesterday. Mr
Lloyd said on Tuesday that he proposed
to deal in his next regular Budget with
some profits which now escape tax.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",7360.53991317749,25484.462022781372,,,,2025-12-31T07:11:24.332319
iam_067_a06-008,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_067_a06-008/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_067_a06-008/printed.png,IAM_mini,"Mr. Harold Wilson, Shadow Chancellor, jumped up to offer the Government an easy passage for such legislation. ""Why don't you make proposals to legislate in the autumn?"" Mr. Wilson asked. ""We wouldn't call it an Autumn Budget. You can call it a Taxation Management Bill, if you like."" While Mr. Wilson was speaking, the Prime Minister and Mr. Lloyd had a whispered conversation.","Mr. Harold Wilson, Shadow Chancellor, jumped up to
offer the Government an easy passage for such
legislation. ""Why don't you make proposals to legislate
in the autumn?"" Mr. Wilson asked. ""We wouldn't call
it an Autumn Budget. You can call it a Taxation
Management Bill, if you like."" While Mr. Wilson
was speaking, the Prime Minister and Mr. Lloyd
had a whispered conversation.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6268.348932266235,8548.316717147827,,,,2025-12-30T23:54:48.149628,"Mr. Harold Wilson, Shadow Chancellor, jumped up to
offer the Government an easy passage for such
legislation. ""Why don't you make proposals to legislate
in the autumn?"" Mr. Wilson asked. ""We wouldn't call
it an Autumn Budget. You can call it a Taxation
Management Bill, if you like."" While Mr. Wilson
was speaking, the Prime Minister and Mr. Lloyd
had a whispered conversation.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",10833.424091339111,20811.157941818237,,,,2025-12-31T07:18:01.595399
iam_068_a06-014,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_068_a06-014/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_068_a06-014/printed.png,IAM_mini,"They nodded at each other and Sir Edward rose to say that the Chancellor would bear Mr. Wilson's offer in mind. Guy Eden writes: Treasury experts are already working on the scheme. Profits of genuine investors in industry will not be affected, but only quick in-and-out speculator deals. FRANK FOULKES, Communist president of the ETU, refused yesterday to ""commit suicide"" at the TUC's invitation.","They nodded at each other and Sir Edward
rose to say that the Chancellor would bear
Mr. Wilson's offer in mind. Guy Eden writes:
Treasury experts are already working on
the scheme. Profits of genuine investors
in industry will not be affected, but only
quick in-and-out speculator deals.
FRANK FOULKES, Communist president
of the ETU, refused yesterday to
""commit suicide"" at the TUC's
invitation.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",9055.747032165527,9587.431907653809,,,,2025-12-31T01:26:16.112289,"They nodded at each other and Sir Edward
rose to say that the Chancellor would leave
Mr. Wilson's offer in mind. Guy Eden write:
Treasury experts are already working on
the scheme. Profits of genuine investors
in industry will not be affected, but only
quick in-and-out speculator deals.
FRANK FOULKER, Communist president
of the ETU, refuse yesterday to
""commit suicide"" at the TUC's
invitation.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6800.700902938843,20644.05608177185,,,,2025-12-31T09:25:22.167485
iam_071_a06-036,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_071_a06-036/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_071_a06-036/printed.png,IAM_mini,"The small rocket craft, for destroying big ships, are controlled automatically, even to the preparations for launching their rockets. Applauding on the river banks at Leningrad were thousands now told that in 20 years they will have free food, housing, light, heat, transport and medical treatment - all for a working week of 34 to 36 hours.","The small rocket craft, for destroying big
ships, are controlled automatically, even
to the preparations for launching their
rockets. Applauding on the river banks at
Leningrad were thousands now told that in
20 years they will have free food, housing, light,
heat, transport and medical treatment - all
for a working week of 34 to 36 hours.

Hans Buderus","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",5713.345050811768,19774.08194541931,,,,2025-12-31T01:29:41.970588,"The small rocket craft, for destroying big ships, are controlled automatically, even to the preparations for launching their rockets.
Applauding on the river banks at Leningrad were thousands now told that in
20 years they will have free food, housing, light,
heat, transport and medical treatment - all
for a working week of 34 to 36 hours.

Hans Budner","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",9437.780857086182,18188.65728378296,,,,2025-12-31T09:30:47.410985
iam_079_a06-090,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_079_a06-090/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_079_a06-090/printed.png,IAM_mini,"He claimed that, unless we were in the Common Market, we should not be able to play any part in determining its future. ""We can lead better from within,"" he said. Mr. Macmillan dealt with the main objection raised by Tory critics. Mr. Anthony Fell, who created a scene on this point on Monday, took up a position almost hidden behind the Serjeant at Arms' chair.","He claimed that, unless we were in the
Common market, we should not be able to
play any part in determining its future.
""We can lead better from within"", he said.
Mr. Macmillan dealt with the main objection
raised by Tory critics. Mr. Anthony Fell,
who created a scene on this point on
Monday, took up a position almost hidden
behind the sergeant at Arms' chair.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6678.695917129517,15100.59905052185,,,,2025-12-31T00:40:18.781367,,"Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",9214.987993240356,26111.194133758545,,,,2025-12-31T08:18:37.209887
iam_081_n02-146,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_081_n02-146/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_081_n02-146/printed.png,IAM_mini,"She was tempted to laugh, but it was as though that barb still stuck in her quivering flesh. ""You've an answer - of sorts - for everything,"" she said shortly. ""Personally I've no more to say, so I suggest we get along."" To her great relief they arrived at the cluster of little houses where Hubert had been living to find the old man stowing in leisurely fashion his few possessions into a ramshackle and incredibly ancient car, surrounded by innumerable friends and relatives.","She was tempted to laugh, but it was as though that look still stuck
in her quivering flesh. ""You've an answer - of sorts - for everything,"" she
said drowsily. ""Personally I've no more to say, so I suggest we get
along."" To her great relief they arrived at the cluster of little houses
where Hubert had been living to find the old man shoving his
few possessions into a ramshackle and
incredibly ancient car, surrounded by innumerable friends and relatives.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",7441.805124282837,17607.768058776855,,,,2025-12-30T23:36:41.823174,"She was tempted to laugh, but it was as though that best still lingered
in her quivering flesh.
""You've an answer - of such - for everything,"" she said dacky.
""Personally I've nowhere to say, so I suggest we get along.""
To the great relief they arrived at the cluster of little houses
where Hubert had been living to find old man strolling in
leisurely fashion and few possessions into a ramshackle and
incredibly ancient co, surrounded by innumerable friends and relatives.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",10016.770124435425,24635.08415222168,,,,2025-12-31T06:49:27.687548
iam_085_a06-147,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_085_a06-147/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_085_a06-147/printed.png,IAM_mini,With fire and sword France denies Algeria the right to self-determination and tramples on Tunisians' right to independence. WEST GERMANY - Russia would like to see a clear realization that West Germany would not survive even a few hours of a third world war. The best way to rule out such a tragic contingency would be to sign a peace treaty to remove the cancerous growth of West Berlin's occupation status.,"With fire and sword France denies Algeria the right to self-
determination and tramples on Tunisians' right to independence.

WEST GERMANY - Russia would like to see a clear
realization that West Germany could not survive even a few hours
of a third world war. The best way to write out such a tragic
contingency would be to sign a peace treaty to remove the cancerous
growth of West Berlin's occupation status.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6590.627670288086,15075.064182281494,,,,2025-12-31T00:18:06.690889,,"Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",8382.782220840454,25671.31996154785,,,,2025-12-31T07:48:39.927415
iam_086_a06-152,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_086_a06-152/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_086_a06-152/printed.png,IAM_mini,"Behind Bonn's slogan of German self-determination is the intention to impose on East Germany the regime existing in West Germany. REFUGEES are pouring out of East Germany into West Berlin faster than ever. Mr. K's latest speech scared 1,157 East Germans to cross into West Berlin's reception centre DURING MONDAY NIGHT. And officials expect the total to leap to 3,000 a day.","Behind Bonn's slogan of German self-
determination is the intention to impose
on East Germany the regime existing in
West Germany. REFUGEES are pouring out
of East Germany into West
Berlin faster than ever. Mr. K's latest
Speech scared 1.157 East Germans to
cross into West Berlin's reception centre
DURING MONDAY NIGHT. And officials
expect the total to leap to
3,000 a day.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",5989.5179271698,9625.16474723816,,,,2025-12-30T23:47:00.966260,"Behind Bonn's slogan of German self-
determination is the intention to impose
on East Germany the regime existing in
West Germany. REFUGEES are pouring out
of East Germany into West
Berlin faster than ever. Mr. K's latest
Speech scared 1,157 East Germans to
cross into West Berlin's reception centre
DURING MONDAY NIGHT. And officials
expect the total to leap to
3,000 a day.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",9106.130123138428,13452.049970626831,,,,2025-12-31T07:05:10.112683
iam_087_b01-004,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_087_b01-004/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_087_b01-004/printed.png,IAM_mini,"There is a possibility that it will not be settled at this conference. It may be agreed to wait until South Africa actually becomes a Republic later in the year. But if a final decision is to be faced now, on which side do the strongest arguments lie? THE Archbishop of Capetown has shown that the matter is not clear-cut.","There is a possibility that it will not be
settled at this conference. It may be agreed to
wait until South Africa actually becomes a
Republic later in the year. But if a final
decision is to be faced now, on which side
do the strongest arguments lie? THE Archbishop
of Capetown has shown that the matter is
not clear-cut.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",7280.369758605957,8932.08909034729,,,,2025-12-30T23:38:02.861304,"There is a possibility that it will not be
settled at this conference. It may be agreed to
wait until South Africa actually becomes a
Republic later in the year. But if a final
decision is to be faced now, on which side
do the strongest arguments lie? THE Archbishop
of Capetown has shown that the matter is
not clear-cut.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",7864.890098571777,13233.556985855103,,,,2025-12-31T06:51:45.110682
iam_088_b01-014,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_088_b01-014/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_088_b01-014/printed.png,IAM_mini,"He holds that more pressure can be put on South Africa while she remains in the Commonwealth than could be exercised were she cut off from it. On the other hand, those who favour expulsion, including African leaders, feel that nothing less than the shock of expulsion will weaken the grip of Dr. Verwoerd and the Nationalists. They point out that Dr. Verwoerd refuses to consider abandoning the apartheid policy.","He holds that more pressure can be put on South
Africa while she remains in the Commonwealth
than could be exercised were she cut off from it.
On the other hand, those who favour expulsion, inclu-
ding African leaders, feel that nothing less than the
shock of expulsion will weaken the grip of Dr.
Verwoerd and the Nationalists. They point out
that Dr. Verwoerd refuses to consider abandoning
the apartheid policy.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6972.545862197876,9315.160274505615,,,,2025-12-31T01:01:04.849078,"He holds that more pressure can be put on South
Africa while she remains in the Commonwealth
than could be exercised where she cut off from it.
On the other hand, those who favour expansion, includ-
ing African leaders, feel that nothing less than the
shock of expulsion will weaken the grip of Dr.
Verwoerd and the Nationalist. They point out
that Dr. Verwoerd refuses to consider abandoning
the apartheid policy.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",9750.363826751709,30861.18221282959,,,,2025-12-31T08:49:34.045611
iam_089_b01-038,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_089_b01-038/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_089_b01-038/printed.png,IAM_mini,"Certainly, the rise is very small. But it is a step in the direction of live-and-let-live. Hopes will now grow brighter of further international co-operation, which is the only way to solve the payments difficulties that upset the Western world. Britain and the U.S., which have problems with their balances, will gain some immediate help. What it means in practical terms is that our exports to Germany will now be a little cheaper for Germans to buy, while the goods which Germany exports will be made a little dearer.","Certainly, the rise is very small. But it is a step
in the direction of live-and-let-live. Hopes
will now grow brighter for further international
co-operation, which is the only way to solve the
payment difficulties that upset the Western world.
Britain and the U.S., which have problems with
their balances, will gain some immediate help.
What it means in practical terms is that our
exports to Germany will now be a little cheaper
for Germans to buy, while the goods which
Germany exports will be made a little dearer.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",5082.473993301392,10888.229846954346,,,,2025-12-30T23:47:34.763039,"Certainly, the rise is very small. But it is a step
in the direction of live-and let-live. Hopes
will now grow brighter for further international
co-operation, which is the only way to solve the
payments difficulties that upset the Western world.
Britain and the U.S., which have problems with
their balances, will gain some immediate help.
What it means in practical terms is that our
exports to Germany will now be a little cheaper
for Germans to buy, while the goods which
Germany exports will be made a little dearer.","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",6715.340137481689,15719.045162200928,,,,2025-12-31T07:06:08.769310
iam_090_b01-049,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_090_b01-049/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_090_b01-049/printed.png,IAM_mini,"There they have stayed uselessly locked up because Germany has no tradition of trading abroad. In addition the strength of Germany's trading position has attracted speculators to hold marks rather than pounds or dollars, hoping for the mark to rise, as has now happened. WILL the new valuation be enough to correct Germany's massive trading surplus and choke off speculation against dollar and pound?","There they have stayed uselessly locked up because
Germany has no tradition of trading abroad. In addition
the strength of Germany's trading position has attracted
speculators to hold marks rather than pounds or dollars,
hoping for the mark to rise, as has now happened,
Will the new valuation be enough to correct
Germany's massive trading surplus and choke
off speculation against dollar and pound ?","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",7474.843978881836,25711.00425720215,,,,2025-12-31T01:11:43.194256,"There they have stayed uselessly locked up because
Germany has no tradition of trading abroad. In addition
the strength of Germany's trading position was attacked
speculators to hold marks rather than pounds or dollars,
hoping for the mark to rise, as has now happened,
will the new valuation be enough to correct
Germany's massive trading surplus and choke
off speculation against dollar and pound?","Dataset: IAM_mini
Task: Extract all text from this document image, preserving structure and layout
Return ONLY the extracted text.",7313.7500286102295,17016.388177871704,,,,2025-12-31T09:04:23.662239
