sample_id,image_path,ground_truth,language,dataset,prediction_azure_intelligence,inference_time_ms_azure_intelligence,tokens_used_azure_intelligence,error_azure_intelligence,prediction_mistral_document_ai,inference_time_ms_mistral_document_ai,tokens_used_mistral_document_ai,error_mistral_document_ai
iam_000_a01-113u,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_000_a01-113u/handwritten.png,"He told them that their conception of social
services was wholly different - fundamentally
different from that of Labour . They would
provide an ambulance service for the absolutely
wretched - but it would not be too confortable
nor too easy to get . Answering jeers that
it was Labour which first put a ceiling
on health spending and started charges , Mr.
Brown reminded the hostile Government benches
that was done in 1950 because of the financial
strain of the Korean war .",,IAM_mini,"He told them that their conception of social services was wholly different - funda-
mentally different from that of Labour. They would provide an ambulance service for
the absolutely wretched - but it would not be too comfortable nor too easy to get.
Answering jeers that it was Labour which first put a ceiling on health spending and
started charges, Mr. Brown reminded the hostile Government benches that was done
in 1950 because of the financial strain of the Korean war.",2525.6268978118896,,,"He told them that their conception of social services was wholly different - fundamentally different from that of Labour. They would provide an ambulance service for the absolutely wretched - but it would not be too comfortable nor too easy to get. Answering jeers that it was Labour which first put a ceiling on health spending and started charges, Mr. Brown reminded the hostile Government benches that was done in 1950 because of the financial strain of the Korean war.",2315.432071685791,,
iam_000_a03-071,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_000_a03-071/handwritten.png,"But , at the same time , there is reason to
believe that the Federal Government is not
convinced , on the basis of the information
it has so far , that such a project would
be justified from a scientific point of view;
and not merely constitute a "" prestige ""
satellite , duplicating to some extent American
efforts , as Die Welt suggests today in
a highly critical cuticle .",,IAM_mini,"But, at the same time, there is reason to believe that the Federal Government is not
convinced, on the basis of the information it has so far, that such a project would
be justified from a scientific point of view; and not merely constitute a ""prestige""
satellite, duplicating to some extent American efforts, as Die Welt suggests today in
a highly critical editorial article.",2631.885766983032,,,"But, at the same time, there is reason to believe that the Federal Government is not convinced, on the basis of the information it has so far, that such a project would be justified from a scientific point of view; and not merely constitute a ""prestige"" satellite, duplicating to some extent American efforts, as Die Welt suggests today in a highly critical editorial article.",1944.700002670288,,
iam_000_a05-039,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_000_a05-039/handwritten.png,"There
was
was a computed
8.4 per cent. owing
towards the Nationalists party of Dr. Verwoerd .
the Prime Minister . This implies the dis -
appearance of the Progressive party from
the House.
Early results in yesterday's
general election showed Nationalists being
netwed in
their strongholds , like Bloem.
fontein and the Transvaal , with slightly
increased majorities .
In the Cape , the
veteran United Party politican , Mr. Harry
Lawrence , standing as a Progressive , was",,IAM_mini,"There was a computed 8.4 per cent. swing towards the Nationalist party of Dr.
Verwoerd, the Prime Minister. This implies the disappearance of the Progressive
party from the House. Early results in yesterday's general election showed Nationalists
being returned in their strongholds, like Bloemfontein and the Transvaal, with slightly
increased majorities. In the Cape, the veteran United Party politician, Mr. Harry
Lawrence, standing as a Progressive, was defeated in his constituency, Salt River, by
the United party candidate, Mr. H. M. Timoney.",4081.8428993225098,,,"There was a computed 8.4 per cent. swing towards the Nationalist party of Dr. Verwoerd, the Prime Minister. This implies the disappearance of the Progressive party from the House. Early results in yesterday's general election showed Nationalists being returned in their strongholds, like Bloemfontein and the Transvaal, with slightly increased majorities. In the Cape, the veteran United Party politician, Mr. Harry Lawrence, standing as a Progressive, was defeated in his constituency, Salt River, by the United party candidate, Mr. H. M. Timoney.",1581.3708305358887,,
iam_000_a05-058,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_000_a05-058/handwritten.png,"We must not be rattled into surrender ,
but we must not - and I am not - be
affraid of negotiation . Mr. Godber ,
Minister of State , Foreign Office , said
earlier that the Government had asked
the Medical Research Council to reassess
the fall-out position in view of the Russian
tests . The Council's findings would be
made public.",,IAM_mini,"""We must not be rattled into surrender, but we must not - and I am not - be afraid
of negotiation."" Mr. Godber, Minister of State, Foreign Office, said earlier that the
Government had asked the Medical Research Council to reassess the fall-out position
in view of the Russian tests. The Council's findings would be made public.",2492.751121520996,,,"""We must not be rattled into surrender, but we must not - and I am not - be afraid of negotiation."" Mr. Godber, Minister of State, Foreign Office, said earlier that the Government had asked the Medical Research Council to reassess the fall-out position in view of the Russian tests. The Council's findings would be made public.",1641.0300731658936,,
iam_000_a05-084,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_000_a05-084/handwritten.png,"The Russians now realised its seriousness . The
French doubts were more about procedure
than about substance . The Prime Minister's
attitude of studied call Brought down the
temperature of the debate , which never
at any time rose to fever pitch , to a
remarkable degree of sub-normality .
Throughout Mr. Macmillan's speech the Earl
of Home , Foreign Secretary , was listening
in the Peers ' Gallery .",,IAM_mini,"The Russians now realised its seriousness. The French doubts were more about pro-
cedure than about substance. The Prime Minister's attitude of studied calm brought
down the temperature of the debate, which never at any time rose to fever pitch, to
a remarkable degree of sub-normality. Throughout Mr. Macmillan's speech the Earl
of Home, Foreign Secretary, was listening in the Peers' Gallery.",2504.0829181671143,,,"The Russians now realised its seriousness. The French doubts were more about procedure than about substance. The Prime Minister's attitude of studied calm brought down the temperature of the debate, which never at any time rose to fever pitch, to a remarkable degree of sub-normality. Throughout Mr. Macmillan's speech the Earl of Home, Foreign Secretary, was listening in the Peers' Gallery.",1983.01100730896,,
iam_000_a05-099,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_000_a05-099/handwritten.png,"A reference to her reunification of Germany
brought a bark of "" Start another war !'
from
Mr. Ellis Smith ( Lab . , Stoke on Trent S . ).
Them Mr. Healy launched out on his pet
theme of limitation of armaments in Europe .
This could , he suggested , be linked with
prohibition of the production of atomic
weapons in any part of Europe . Inspection
-
and control would be much easier to
establish in these territories .",,IAM_mini,"A reference to the reunification of Germany brought a bark of ""Start another war!""
from Mr. Ellis Smith (Lab., Stoke on Trent S.). Then Mr. Healey launched out on
his pet theme of limitation of armaments in Europe. This could, he suggested, be
linked with prohibition of the production of atomic weapons in any part of Europe.
Inspection and control would be much easier to establish in these territories.",2491.1041259765625,,,"A reference to the reunification of Germany brought a bark of ""Start another war!"" from Mr. Ellis Smith (Lab., Stoke on Trent S.). Then Mr. Healey launched out on his pet theme of limitation of armaments in Europe. This could, he suggested, be linked with prohibition of the production of atomic weapons in any part of Europe. Inspection and control would be much easier to establish in these territories.",1870.2890872955322,,
iam_000_a05-104,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_000_a05-104/handwritten.png,"Mr. Healey denounced the Government for
using double standards . Ministers hard
rebuked the maligned nations for not
condemning the new 'Russian tests , but
they themselves had no condemnation for
events in Angola or Algeria . It was not for
the
Government , said Mr. Healey , to
take up moral attitudes , "" especially when
the temple of their religion is the
bingo - parlour. """,,IAM_mini,"Mr. Healey denounced the Government for using double standards. Ministers had
rebuked the unaligned nations for not condemning the new Russian tests, but they
themselves had no condemnation for events in Angola or Algeria. It was not for the
Government, said Mr. Healey, to take up moral attitudes, ""especially when the temple
of their religion is the bingo-parlour.""",2490.9677505493164,,,"Mr. Healey denounced the Government for using double standards. Ministers had rebuked the unaligned nations for not condemning the new Russian tests, but they themselves had no condemnation for events in Angola or Algeria. It was not for the Government, said Mr. Healey, to take up moral attitudes, ""especially when the temple of their religion is the bingo-parlour.""",2035.4678630828857,,
iam_002_a01-003,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_002_a01-003/handwritten.png,"Though they may gather some Left-wing support , a
large majority of Labour M
Ps are likely to
turn down the Foot-Griffiths resolution . M.
Foot's line will be that as Labour MPS
opposed the Governme
A Bill which brought
Life
sinto
existence,
they should not
now put forward no.
nominees .
s . the believes
L
do should be abolished
that the House
that Labour should not take any steps
and
which would appear to "" prop up ' an out-
institution .
out -dated",,IAM_mini,"Though they may gather some Left-wing support, a large majority of Labour M Ps
are likely to turn down the Foot-Griffiths resolution. Mr. Foot's line will be that as
Labour M Ps opposed the Government Bill which brought life peers into existence,
they should not now put forward nominees. He believes that the House of Lords
should be abolished and that Labour should not take any steps which would appear
to ""prop up"" an out-dated institution.",2962.131977081299,,,"Though they may gather some Left-wing support, a large majority of Labour M Ps are likely to turn down the Foot-Griffiths resolution. Mr. Foot's line will be that as Labour M Ps opposed the Government Bill which brought life peers into existence, they should not now put forward nominees. He believes that the House of Lords should be abolished and that Labour should not take any steps which would appear to ""prop up"" an out-dated institution.",1934.4451427459717,,
iam_003_a01-007x,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_003_a01-007x/handwritten.png,"Since 1958, 13 Labour life Peers and Peers
Peeresses have been created . Most Labour sentiment
would still favour the abolition of the House
of Lords , but while it remains Labour has to
have an adequate number of members . THE
two rival African Nationalist Parties of Northern
Rhodesia have agreed to get together to face the
Challenge from Sir Roy Welensky , the Federal Premier.",,IAM_mini,"Since 1958, 13 Labour life Peers and Peeresses have been created. Most Labour sen-
timent would still favour the abolition of the House of Lords, but while it remains
Labour has to have an adequate number of members. THE two rival African Nation-
alist Parties of Northern Rhodesia have agreed to get together to face the challenge
from Sir Roy Welensky, the Federal Premier.",2484.346866607666,,,"Since 1958, 13 Labour life Peers and Peeresses have been created. Most Labour sentiment would still favour the abolition of the House of Lords, but while it remains Labour has to have an adequate number of members. THE two rival African Nationalist Parties of Northern Rhodesia have agreed to get together to face the challenge from Sir Roy Welensky, the Federal Premier.",1826.0498046875,,
iam_007_a01-014,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_007_a01-014/handwritten.png,"Sir Roy's United Federal Party is boycotting
the London talks on the Protectorate's
future , Said Mr. Nkumbula last night :
"" We want to discuss what to do if the
British Government gives in to Sir Roy and
the talles fall through . There are bound
to be demonstrations."" Yesterday Sir Roy's
chief nide, Mr. Julius Greenfield , telephoned
his chief a report on his talks with
Mr. Macmillan at Chequers ,",,IAM_mini,"Sir Roy's United Federal Party is boycotting the London talks on the Protectorate's
future. Said Mr. Nkumbula last night: ""We want to discuss what to do if the British
Government gives in to Sir Roy and the talks fall through. There are bound to be
demonstrations."" Yesterday Sir Roy's chief aide, Mr. Julius Greenfield, telephoned
his chief a report on his talks with Mr. Macmillan at Chequers.",2494.025945663452,,,"Sir Roy's United Federal Party is boycotting the London talks on the Protectorate's future. Said Mr. Nkumbula last night: ""We want to discuss what to do if the British Government gives in to Sir Roy and the talks fall through. There are bound to be demonstrations."" Yesterday Sir Roy's chief aide, Mr. Julius Greenfield, telephoned his chief a report on his talks with Mr. Macmillan at Chequers.",1255.8019161224365,,
iam_008_a01-026x,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_008_a01-026x/handwritten.png,"Mr.
Jain Macleod, the Colonial Secretary, denied
in the Commons last night that there have
been secret negotiations on the Northern Rhodesia's
future . The Northern Rhodesia conference in
London has been boycotted by the two main
settler's parties - the United Federal Party
and the Dominion
Party But representatives
of Sir Roy Welensky, Prime Minister of the
Central African
Federation, went to che quers
at the week-end for talks with Ihr. Macmillan .",,IAM_mini,"MR. IAIN MACLEOD, the Colonial Secretary, denied in the Commons last night that
there have been secret negotiations on Northern Rhodesia's future. The Northern
Rhodesia conference in London has been boycotted by the two main settlers' parties
- the United Federal Party and the Dominion Party. But representatives of Sir Roy
Welensky, Prime Minister of the Central African Federation, went to Chequers at the
week-end for talks with Mr. Macmillan.",2614.2828464508057,,,"MR. IAIN MACLEOD, the Colonial Secretary, denied in the Commons last night that there have been secret negotiations on Northern Rhodesia's future. The Northern Rhodesia conference in London has been boycotted by the two main settlers' parties - the United Federal Party and the Dominion Party. But representatives of Sir Roy Welensky, Prime Minister of the Central African Federation, went to Chequers at the week-end for talks with Mr. Macmillan.",1423.8169193267822,,
iam_009_a01-020,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_009_a01-020/handwritten.png,"Mr. Macleod went on with the conference at
Lancaster House despite the crisis which had
blown up . He has now revealed his full plants
to the africans and Liberals attending . These
plans do not give the Africans the overall
majority they are seeking . African delegates
are studying them today . The conference
will meet to discuss the function of a
proposed House of Chiefs .",,IAM_mini,"Mr. Macleod went on with the conference at Lancaster House despite the crisis
which had blown up. He has now revealed his full plans to the Africans and Liberals
attending. These plans do not give the Africans the overall majority they are seeking.
African delegates are studying them today. The conference will meet to discuss the
function of a proposed House of Chiefs.",2561.6140365600586,,,"Mr. Macleod went on with the conference at Lancaster House despite the crisis
which had blown up. He has now revealed his full plans to the Africans and Liberals
attending. These plans do not give the Africans the overall majority they are seeking.
African delegates are studying them today. The conference will meet to discuss the
function of a proposed House of Chiefs.",1296.7450618743896,,
iam_013_a01-053,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_013_a01-053/handwritten.png,"He said these concerned Mr. Weaver's
alloyed association with organisations black -
listed by the Government . Immediately
Mr. Kennedy rushed a lekter to Senator
Robertson saying the Federal Bureau of In-
vestigation had reported on Mr. Weaver .
He believed he would perform "" outstanding
service "" in this post . Senator Robertson's
comitee has to pass Mr. Weare'
nomination before it can be con -
sidered by the full Senate.",,IAM_mini,"He said these concerned Mr. Weaver's alleged association with organisations black-
listed by the Government. Immediately Mr. Kennedy rushed a letter to Senator
Robertson saying the Federal Bureau of Investigation had reported on Mr. Weaver.
He believed he would perform ""outstanding service"" in his post. Senator Robertson's
committee has to pass Mr. Weaver's nomination before it can be considered by the
full Senate.",2476.01318359375,,,"He said these concerned Mr. Weaver's alleged association with organisations black-
listed by the Government. Immediately Mr. Kennedy rushed a letter to Senator
Robertson saying the Federal Bureau of Investigation had reported on Mr. Weaver.
He believed he would perform ""outstanding service"" in his post. Senator Robertson's
committee has to pass Mr. Weaver's nomination before it can be considered by the
full Senate.",1345.7558155059814,,
iam_015_a01-063x,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_015_a01-063x/handwritten.png,"But he said discussions "" on a higher
level than in the past "" might be useful .
The President will probably discuss the
problem with Dr. Brentano , the West
German Foreign Minister, who is due R
Washington next week . A bigslice of
Germany's "" and "" is the early payment
of a 210 million debt to America . United
States officials quickly point out that
C
this is money de to America anyway.",,IAM_mini,"But he said discussions ""on a higher level than in the past"" might be useful. The
President will probably discuss the problem with Dr. Brentano, the West German
Foreign Minister, who is due in Washington next week. A big slice of Germany's
""aid"" is the early payment of a 210million debt to America. United States officials
quickly point out that this is money due to America anyway.",2547.3971366882324,,,"But he said discussions ""on a higher level than in the past"" might be useful. The President will probably discuss the problem with Dr. Brentano, the West German Foreign Minister, who is due in Washington next week. A big slice of Germany's ""aid"" is the early payment of a 210 million debt to America. United States officials quickly point out that this is money due to America anyway.",1888.4351253509521,,
iam_016_a01-077,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_016_a01-077/handwritten.png,"And , since this is election year in West
Germany , Dr. Adenauer is in a tough
Sport. Joyce Egginton cables : President
Kennedy at his Washington Press con -
ference admitted he did not know.
Whether America was lagging behind
Russia in missile power . He said he
was waiting for his senior military
aides to come up with the answer on
February 20 ,",,IAM_mini,"And, since this is election year in West Germany, Dr. Adenauer is in a tough spot.
Joyce Egginton cables: President Kennedy at his Washington Press conference ad-
mitted he did not know whether America was lagging behind Russia in missile power.
He said he was waiting for his senior military aides to come up with the answer on
February 20.",3634.4857215881348,,,"And, since this is election year in West Germany, Dr. Adenauer is in a tough spot. Joyce Egginton cables: President Kennedy at his Washington Press conference admitted he did not know whether America was lagging behind Russia in missile power. He said he was waiting for his senior military aides to come up with the answer on February 20.",2200.563907623291,,
iam_016_a01-102,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_016_a01-102/handwritten.png,"11
After a lifetime of helping others and
healing the sick , my considered
Opinion is that anybody supporting
the increased charges is a wicked
old - . "" Mr. Brown went on : "" We
are dealing with a noble edifice which
needs an imaginative architect to
i'm prove it , but it has got a .
quantity surveyor . We have descended
from the real problems to fiddling about
with bills of cost .",,IAM_mini,"""After a lifetime of helping others and healing the sick, my considered opinion is that
anybody supporting the increased charges is a wicked, old -. "" Mr. Brown went on:
""We are dealing with a noble edifice which needs an imaginative architect to improve
it, but it has got a quantity surveyor. We have descended from the real problems to
fiddling about with bills of cost.",3632.575273513794,,,"""After a lifetime of helping others and healing the sick, my considered opinion is that anybody supporting the increased charges is a wicked, old -."" Mr. Brown went on: ""We are dealing with a noble edifice which needs an imaginative architect to improve it, but it has got a quantity surveyor. We have descended from the real problems to fiddling about with bills of cost.",1429.2030334472656,,
