sample_id,image_path,ground_truth,language,dataset,prediction_claude_sonnet,inference_time_ms_claude_sonnet,tokens_used_claude_sonnet,error_claude_sonnet,prediction_gpt-5-mini,inference_time_ms_gpt-5-mini,tokens_used_gpt-5-mini,error_gpt-5-mini,prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,tokens_used_gpt-5-nano,error_gpt-5-nano
iam_000_a01-113u,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_000_a01-113u/handwritten.png,"He told them that their conception of social
services was wholly different - fundamentally
different from that of Labour. They would
provide an ambulance service for the deserving
wretched - but it would not be too comfortable
nor too easy to get. Answering jibes that
it was Labour which first put a ceiling
on health spending and started charges, Mr.
Brown reminded the hostile Government benches
that was done in 1950 because of the financial
strain of the Korean war.",,IAM_mini,"Here's the text from the image:

""He told them that their conception of social services was wholly different - fundamentally different from that of Labour. They would provide an ambulance service for the absolutely wretched - but it would not be too comfortable nor too easy to get.

Answering jeers that it was Labour which first put a ceiling on health spending and started charges, Mr. Brown reminded the hostile Government benches that was done in 1950 because of the financial strain of the Korean war.""",5893.0909633636475,,,"He told them that their conception of social services was wholly different - funda- mentally different from that of Labour. They would provide an ambulance service for the absolutely wretched - but it would not be too comfortable nor too easy to get. Answering jeers that it was Labour which first put a ceiling on health spending and started charges, Mr. Brown reminded the hostile Government benches that was done in 1950 because of the financial strain of the Korean war.",9570.240020751953,,,"He told them that their conception of social services was wholly different - fundamentally different from that of Labour. They would provide an ambulance service for the absolutely wretched - but it would not be too comfortable nor too easy to get. Answering jeers that it was Labour which first put a ceiling on health spending and started charges, Mr. Brown reminded the hostile Government benches that was done in 1950 because of the financial strain of the Korean war.",7791.813850402832,,
iam_000_a03-071,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_000_a03-071/handwritten.png,"But, at the same time, there is reason to
believe that the Federal Government is not
concerned, on the basis of the information
it has so far, that such a project would
be justified from a scientific point of view,
and not merely constitute a ""prestige""
satellite, depending to some extent their own
effort, as one well suggest today in
a highly critical article.",,IAM_mini,"The text in the image reads:

""But, at the same time, there is reason to believe that the Federal Government is not convinced, on the basis of the information it has so far, that such a project would be justified from a scientific point of view, and not merely constitute a ""prestige"" satellite, duplicating to some extent American efforts, as Die Welt suggests today in a highly critical editorial article.""",4894.280910491943,,,"But, at the same time, there is reason to believe that the Federal Government is not convinced, on the basis of the information it has so far, that such a project would be justified from a scientific point of view; and not merely constitute a ""prestige"" satellite, duplicating to some extent American efforts, as Die Welt suggests today in a highly critical editorial article.",5837.7110958099365,,,"But, at the same time, there is reason to believe that the Federal Government is not convinced, on the basis of the information it has so far, that such a project would be justified from a scientific point of view; and not merely constitute a ""prestige"" satellite, duplicating to some extent American efforts, as Die Welt suggests today in a highly critical editorial article.",8867.575883865356,,
iam_000_a05-039,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_000_a05-039/handwritten.png,"There was a computed 8.4 per cent swing
towards the Nationalist party of Dr. Verwoerd,
the Prime Minister. This implies the dis-
appearance of the Progressive party from
the House. Early results in yesterday's
general election showed Nationalists being
returned in their strongholds, like Bloem-
fontein and the Transvaal, with slightly
increased majorities. In the Cape, the
veteran United Party politician, Mr. Harry
Lawrence, standing as a Progressive, was",,IAM_mini,"The text from the image reads:

""There was a computed 8.4 per cent. swing towards the Nationalist party of Dr. Verwoerd, the Prime Minister. This implies the disappearance of the Progressive party from the House. Early results in yesterday's general election showed Nationalists being returned in their strongholds, like Bloemfontein and the Transvaal, with slightly increased majorities. In the Cape, the veteran United Party politician, Mr. Harry Lawrence, standing as a Progressive, was defeated in his constituency, Salt River, by the United party candidate, Mr. H. M. Timoney.""",6924.930095672607,,,"There was a computed 8.4 per cent. swing towards the Nationalist party of Dr. Verwoerd, the Prime Minister. This implies the disappearance of the Progressive party from the House. Early results in yesterday's general election showed Nationalists being returned in their strongholds, like Bloemfontein and the Transvaal, with slightly increased majorities. In the Cape, the veteran United Party politician, Mr. Harry Lawrence, standing as a Progressive, was defeated in his constituency, Salt River, by the United party candidate, Mr. H. M. Timoney.",9367.779016494751,,,"There was a computed 8.4 per cent. swing towards the Nationalist party of Dr. Verwoerd, the Prime Minister. This implies the disappearance of the Progressive party from the House. Early results in yesterday's general election showed Nationalists being returned in their strongholds, like Bloemfontein and the Transvaal, with slightly increased majorities. In the Cape, the veteran United Party politician, Mr. Harry Lawrence, standing as a Progressive, was defeated in his constituency, Salt River, by the United Party candidate, Mr. H. M. Timoney.",11736.87767982483,,
iam_000_a05-058,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_000_a05-058/handwritten.png,"We must not be called into surrender,

but we must not - and I am not - be 

afraid of negotiation"". Mr. Godber,

Minister of State, Foreign Office, said

earlier that the Government had asked

the Medical Research Council to reassess

the fall-out position in view of the Russian

tests. The Council's findings would be

made public.",,IAM_mini,"The text in the image reads:

""We must not be rattled into surrender, but we must not - and I am not - be afraid of negotiation."" Mr. Godber, Minister of State, Foreign Office, said earlier that the Government had asked the Medical Research Council to reassess the fall-out position in view of the Russian tests. The Council's findings would be made public.",4874.999046325684,,,"""We must not be rattled into surrender, but we must not - and I am not - be afraid of negotiation."" Mr. Godber, Minister of State, Foreign Office, said earlier that the Government had asked the Medical Research Council to reassess the fall-out position in view of the Russian tests. The Council's findings would be made public.",5890.208005905151,,,"""We must not be rattled into surrender, but we must not - and I am not - be afraid of negotiation."" Mr. Godber, Minister of State, Foreign Office, said earlier that the Government had asked the Medical Research Council to reassess the fall-out position in view of the Russian tests. The Council’s findings would be made public.",7636.767864227295,,
iam_000_a05-084,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_000_a05-084/handwritten.png,"The motions now wavered in seriousness. The
french doubts were more about procedure
than about substance. The Third Minister's
attitude of studied calm brought down the
temperature of the debate, which never
at any time rose to fever pitch, to a
remarkable degree of sub-normality.
Throughout Mr. Macmillan's speech the Earl
of Home, Foreign Secretary, was listening
in the ""Peers"" Gallery.",,IAM_mini,"The text in the image reads:

""The Russians now realised its seriousness. The French doubts were more about procedure than about substance. The Prime Minister's attitude of studied calm brought down the temperature of the debate, which never at any time rose to fever pitch, to a remarkable degree of sub-normality. Throughout Mr. Macmillan's speech the Earl of Home, Foreign Secretary, was listening in the Peers' Gallery.""",5534.371137619019,,,"The Russians now realised its seriousness. The French doubts were more about procedure than about substance. The Prime Minister's attitude of studied calm brought down the temperature of the debate, which never at any time rose to fever pitch, to a remarkable degree of sub-normality. Throughout Mr. Macmillan's speech the Earl of Home, Foreign Secretary, was listening in the Peers' Gallery.",7874.551057815552,,,"The Russians now realised its seriousness. The French doubts were more about procedure than about substance. The Prime Minister's attitude of studied calm brought down the temperature of the debate, which never at any time rose to fever pitch, to a remarkable degree of sub-normality. Throughout Mr. Macmillan's speech the Earl of Home, Foreign Secretary, was listening in the Peers' Gallery.",8089.49089050293,,
iam_000_a05-099,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_000_a05-099/handwritten.png,"A reference to the identification of Germany 
transfer a sort of ""block-control""
from Mr. Ellis Smith (Lab., Stoke on Trent S.), 
then Mrs. Mary Pinched on in his per
theme of limitation of armaments in Europe.
This could, he suggested, be linked with 
prohibition of the production of atomic
weapons in any part of Europe. Inspection
and control would be much easier to 
establish in these territories.",,IAM_mini,"The text reads:

""A reference to the reunification of Germany brought a bark of 'Start another war!' from Mr. Ellis Smith (Lab., Stoke on T.S.). Then Mr. Healey launched out on his pet theme of limitation of armaments in Europe. This could, he suggested, be linked with prohibition of the production of atomic weapons in any part of Europe. Inspection and control would be much easier to establish in these territories.""",5745.383262634277,,,"A reference to the reunification of Germany brought a bark of ""Start another war!"" from Mr. Ellis Smith (Lab., Stoke on Trent S.). Then Mr. Healey launched out on his pet theme of limitation of armaments in Europe. This could, he suggested, be linked with prohibition of the production of atomic weapons in any part of Europe. Inspection and control would be much easier to establish in these territories.",7978.182077407837,,,"A reference to the reunification of Germany brought a bark of ""Start another war!"" from Mr. Ellis Smith (Lab., Stoke on Trent S.). Then Mr. Healey launched out on his pet theme of limitation of armaments in Europe. This could, he suggested, be linked with prohibition of the production of atomic weapons in any part of Europe. Inspection and control would be much easier to establish in these territories.",6170.007228851318,,
iam_000_a05-104,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_000_a05-104/handwritten.png,"Mr. Healey denounced the Government for
using double standards. Ministers had
rebuked the maligned nations for not
condemning the new Russian tests, but
they themselves had no condemnation for
events in Angola or Algeria. It was not for
the Government, said Mr. Healey, to
take up moral attitudes, ""especially when
the temple of their religion is the
bingo-parlour.""",,IAM_mini,"The text reads:

""Mr. Healey denounced the Government for using double standards. Ministers had rebuked the unaligned nations for not condemning the new Russian tests, but they themselves had no condemnation for events in Angola or Algeria. It was not for the Government, said Mr. Healey, to take up moral attitudes, ""especially when the temple of their religion is the bingo-parlour.""""",5097.3169803619385,,,"Mr. Healey denounced the Government for using double standards. Ministers had rebuked the unaligned nations for not condemning the new Russian tests, but they themselves had no condemnation for events in Angola or Algeria. It was not for the Government, said Mr. Healey, to take up moral attitudes, ""especially when the temple of their religion is the bingo-parlour.""",5775.007963180542,,,"Mr. Healey denounced the Government for using double standards. Ministers had rebuked the unaligned nations for not condemning the new Russian tests, but they themselves had no condemnation for events in Angola or Algeria. It was not for the Government, said Mr. Healey, to take up moral attitudes, “especially when the temple of their religion is the bingo-parlour.”",11846.404075622559,,
iam_002_a01-003,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_002_a01-003/handwritten.png,"Though they may gather some Left-wing support, a
large majority of Labour MPs are likely to
turn down the foot-Griffiths resolution. The
Tory's line will be that as Labour MPs
opposed the Government Bill which brought
life peers into existence, they should not
now put forward nominees. He believes
that the House of Lords should be abolished
and that Labour should not take any steps
which would appear to ""prop up"" an outdated
institution.",,IAM_mini,"The text reads:

""Though they may gather some Left-wing support, a large majority of Labour M Ps are likely to turn down Mr Foot-Griffiths's resolution. Mr Foot-Mills will be that as Labour M Ps opposed the Government Bill which brought life peers into existence, they should not now put forward nominees. He believes that the House of Lords should be abolished and that Labour should not take any steps which would appear to 'prop up' an out-dated institution.""",5623.872995376587,,,"Though they may gather some Left-wing support, a large majority of Labour MPs are likely to turn down the Foot-Griffiths resolution. Mr. Foot's line will be that as Labour MPs opposed the Government Bill which brought life peers into existence, they should not now put forward nominees. He believes that the House of Lords should be abolished and that Labour should not take any steps which would appear to ""prop up"" an out-dated institution.",6662.703037261963,,,"Though they may gather some Left-wing support, a large majority of Labour M Ps are likely to turn down the Foot-Griffiths resolution. Mr. Foot's line will be that as Labour M Ps opposed the Government Bill which brought life peers into existence, they should not now put forward nominees. He believes that the House of Lords should be abolished and that Labour should not take any steps which would appear to ""prop up"" an out-dated institution.",6999.124050140381,,
iam_003_a01-007x,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_003_a01-007x/handwritten.png,"Since 1958, as Labour life peers and peers
peeresses have been created, most Labour sentiment
would still favour the abolition of the House
of Lords, but while it remains Labour has to
have an adequate number of members. THE
two rival African Nationalist parties of Northern
Rhodesia have agreed to get together to face the
challenge from Sir Roy Welensky, the Federal Premier.",,IAM_mini,"The text in the image reads:

""Since 1958, 13 Labour life Peers and Peeresses have been created. Most Labour sentiment would still favour the abolition of the House of Lords, but while it remains Labour has to have an adequate number of members. The two rival African Nationalist Parties of Northern Rhodesia have agreed to get together to face the challenge from Sir Roy Welensky, the Federal Premier.""",5176.085948944092,,,"Since 1958, 13 Labour life Peers and Peeresses have been created. Most Labour sentiment would still favour the abolition of the House of Lords, but while it remains Labour has to have an adequate number of members. THE two rival African Nationalist Parties of Northern Rhodesia have agreed to get together to face the challenge from Sir Roy Welensky, the Federal Premier.",8548.7642288208,,,"Since 1958, 13 Labour life Peers and Peeresses have been created. Most Labour sentiment would still favour the abolition of the House of Lords, but while it remains Labour has to have an adequate number of members. THE two rival African Nationalist Parties of Northern Rhodesia have agreed to get together to face the challenge from Sir Roy Welensky, the Federal Premier.",9332.572937011719,,
iam_007_a01-014,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_007_a01-014/handwritten.png,"Sir Roy's United Federal Party is boycotting the London talks on the Protectorate's future, said Mr. Nkumbula last night.

""We want to discuss what to do if the british government gives in to Sir Roy and the talks fall through. There are bound to be demonstrations."" Yesterday Sir Roy's chief aide, Mr. Julius Greenfield, telephoned his chief a report on his talks with Mr. Macmillan at Chequers.",,IAM_mini,"The text in the image reads:

""Sir Roy's United Federal Party is boycotting the London talks on the Protectorate's future. Said Mr McDonald last night: 'We want to discuss what to do if the British Government gives in to Sir Roy and the talks fall through. There are bound to be demonstrations.' Yesterday Sir Roy's chief aide, Mr. Julius Greenfield, telephoned his chief a report on his talks with Mr. Macmillan at Chequers.""",5307.353973388672,,,"Sir Roy's United Federal Party is boycotting the London talks on the Protectorate's future. Said Mr. Nkumbula last night: ""We want to discuss what to do if the British Government gives in to Sir Roy and the talks fall through. There are bound to be demonstrations."" Yesterday Sir Roy's chief aide, Mr. Julius Greenfield, telephoned his chief a report on his talks with Mr. Macmillan at Chequers.",6223.467826843262,,,"Sir Roy's United Federal Party is boycotting the London talks on the Protectorate's future. Said Mr. Nkumbula last night: ""We want to discuss what to do if the British Government gives in to Sir Roy and the talks fall through. There are bound to be demonstrations."" Yesterday Sir Roy's chief aide, Mr. Julius Greenfield, telephoned his chief a report on his talks with Mr. Macmillan at Chequers.",8701.063871383667,,
